,업소명,주소,위도,경도
350,정훈세탁,"서울특별시 금천구 독산로73길 9,",37.4678169,126.901259
351,북한강민물고기매운탕,서울특별시 노원구 노원구 동일로192길 30(공릉동),0.0,0.0
352,다이천 마떡,"서울특별시 노원구 석계로106, 1층(월계동)",0.0,0.0
353,장미헤어컷트원,서울특별시 노원구 하계동 273 하계6단지,0.0,0.0
354,힘북이용원,"서울특별시 노원구 동일로 1390, 상계주공6단지상가",0.0,0.0
355,불암골 맛있는 집,서울특별시 노원구 중계로16가길 17,37.6509035,127.0818758
356,형제해장국,서울특별시 노원구 동일로 1106(공릉동),0.0,0.0
357,커트클럽,"서울특별시 노원구 동일로 1537 (상계동,",0.0,0.0
358,향원,서울특별시 노원구 석계로 27 (월계동),0.0,0.0
359,짬뽕늬우스,서울특별시 노원구 노해로81길 6 (상계동),0.0,0.0
360,태성순대국,서울특별시 노원구 화랑로43길 18,37.6145798,127.0623398
361,착한메밀,서울특별시 노원구 상계로 111,37.66158,127.07406
362,진식당,서울특별시 노원구 노원로 564,37.6573,127.06643
363,엠스타일,서울특별시 노원구 동일로 1551,37.6242653,127.0734496
364,세탁편의점,서울특별시 노원구 한글비석로444,0.0,0.0
365,브랜드특수크리닝 가죽전문점,서울특별시 노원구 섬밭로 263 1층,0.0,0.0
366,마시차이나,서울특별시 노원구 동일로 217길58,0.0,0.0
367,마들김밥,서울특별시 노원구 한글비석로 474,37.65887,127.07371
368,은영이발관,서울특별시 노원구 석계로 15길25,0.0,0.0
369,경노이발관,서울특별시 노원구 석계로 27,37.6248388,127.06324675690271
370,다운이,서울특별시 노원구 한글비석로 444 교림노원프라자,0.0,0.0
371,대림각,서울특별시 노원구 섬밭로 263,37.6390543,127.0638779
372,행촌,서울특별시 도봉구 도봉구 우이천로34길 10,37.6498817,127.023233
373,남성 이용원,서울특별시 도봉구 도봉로 109길 35-27,0.0,0.0
374,쌍문 이용원,"서울특별시 도봉구 방학로 3길 108,",0.0,0.0
375,이지헤어,"서울특별시 도봉구 도봉로130길 31, 101호",0.0,0.0
376,서울 미용실,서울특별시 도봉구 도봉구 시루봉로 56,37.6579147,127.0278237
377,도깨비머리방,서울특별시 도봉구 방학로 6가길 76,0.0,0.0
378,김가네국수집,서울특별시 도봉구 도봉로153길 51,37.6699566,127.0409485
379,돼지물고기,서울특별시 도봉구 해등로16길 1,37.6549952,127.0435095
380,멸치국수,서울특별시 도봉구 해등로16길 12,37.6549952,127.0435095
381,엄마와 꿀과배기,서울특별시 도봉구 해등로16길 26(창동),0.0,0.0
382,박리김밥,서울특별시 도봉구 덕릉로57길 22(창동),0.0,0.0
383,짜장마을,서울특별시 도봉구 마들로657(방학동),0.0,0.0
384,세움카페,서울특별시 도봉구 마들로 656(방학동),0.0,0.0
385,머리깎자,서울특별시 도봉구 해등로241-14(방학동),0.0,0.0
386,착한이발관,서울특별시 도봉구 도당로27길 48(방학동),0.0,0.0
387,엄지헤어,서울특별시 도봉구 우이천로4다길 13(창동),0.0,0.0
388,호돈구이,"서울특별시 도봉구 방학로2길 32, 1층(방학동)",0.0,0.0
389,짱구네,"서울특별시 도봉구 시루봉로 148, 1층(방학동)",0.0,0.0
390,브레쉬에비뉴,"서울특별시 도봉구 방학로 216, 1층(방학동)",0.0,0.0
391,카페커민,"서울특별시 도봉구 방학로2길 53, 1층(방학동)",0.0,0.0
392,아!짜장,서울특별시 도봉구 도당로 76 (방학동),0.0,0.0
393,보배네능이백숙,서울특별시 도봉구 시루봉로 295-1,37.6579147,127.0278237
394,화원,서울특별시 도봉구 덕릉로59길 93,37.6409001,127.0389411
395,홍두깨손칼국수,서울특별시 도봉구 도봉산4가길 14,37.6886072,127.0413175
396,온누리식당,서울특별시 도봉구 도봉로159길 11-16,37.674395,127.0436454
397,진선미미용실,서울특별시 도봉구 덕릉로59바길 25,37.6402164,127.0363354
398,더헤어,서울특별시 도봉구 도당로 9길 37,0.0,0.0
399,언니네헤어샵,"서울특별시 도봉구 시루봉로 299, 1층",0.0,0.0
400,백조미용실,서울특별시 도봉구 도봉로160길 17(도봉동),0.0,0.0
401,남원추어탕,서울특별시 도봉구 해등로 83,37.6575406,127.0369769
402,홍두깨손칼국수,서울특별시 도봉구 도당로13가길 13,37.6676215,127.0388654
403,명동분식,서울특별시 도봉구 도당로13가길 6 (방학동),0.0,0.0
404,미성각,서울특별시 도봉구 노해로 389,37.652686,127.0524448
405,축복미용실,서울특별시 도봉구 해등로 144,37.6575406,127.0369769
406,알뜰정육식당,서울특별시 도봉구 도봉로169나길 71,37.6688245,127.0394255
407,신짜장,서울특별시 도봉구 도봉로145길 56,37.6652379,127.037904
408,시골짚,서울특별시 도봉구 도봉로152길 35,37.6694461,127.0449992
409,미락칼국수,서울특별시 도봉구 도봉로110길 6,37.6461965,127.0364338
410,마르떼헤어,서울특별시 도봉구 도봉로113길 38,37.648124,127.0333592
411,도봉산콩나물국밥,서울특별시 도봉구 도봉로181길 53,37.6849989,127.0425112
412,김밥타운,서울특별시 도봉구 도당로15길 3,37.6661103,127.0366558
413,제일정육식당,"서울특별시 동대문구 장한로10길 45, 지하1층(장안동)",0.0,0.0
414,놀부만두,서울특별시 동대문구 망우로16길15(휘경동),0.0,0.0
415,안동장,서울특별시 동대문구 경동시장로10길57(제기동),0.0,0.0
416,아마자께,서울특별시 동대문구 천장산로7길 16,37.5985733,127.0575198
417,경로이발관,서울특별시 동대문구 왕산로 175-1,37.58674,127.05237
418,복지,서울특별시 동대문구 홍릉로 5길 7,0.0,0.0
419,은주헤어뉴스,서울특별시 동대문구 답십리로 51길 24,0.0,0.0
420,현대이발관,서울특별시 동대문구 무학로 37길 12,0.0,0.0
421,우주미용실,서울특별시 동대문구 전농로 16길 33,0.0,0.0
422,맛고을갈비찜,서울특별시 동대문구 경동시장로 10길 57,0.0,0.0
423,금복식당,서울특별시 동대문구 안암로 20길 16,0.0,0.0
424,오케이식당,서울특별시 동대문구 장한로 18길 36,0.0,0.0
425,궁원 중화요리,서울특별시 동대문구 사가정로 229,37.5787297,127.0698176
426,자매식당,서울특별시 동대문구 이문로 28길 16,0.0,0.0
427,태능 숯불갈비,서울특별시 동대문구 고산자로 30길 17,0.0,0.0
428,궁중참순대,서울특별시 동작구 보라매로 5길 15,0.0,0.0
429,궁중순대보쌈,서울특별시 동작구 등용로14길 60,37.5122887,126.9342611
430,정아헤어샵,서울특별시 동작구 매봉로155,0.0,0.0
431,외출준비미용실,서울특별시 동작구 서달로 10길 28,0.0,0.0
432,솔잎식당,서울특별시 마포구 마포대로4길 46 (도화동),0.0,0.0
433,한성축산식당,서울특별시 마포구 연남로 33 (연남동),0.0,0.0
434,봉주르,서울특별시 마포구 와우산로 155-1 (서교동),0.0,0.0
435,연백이발관,서울특별시 마포구 만리재옛길 5 (공덕동),0.0,0.0
436,새론헤어라인,서울특별시 마포구 와우산로 3길 13,0.0,0.0
437,라푸스코 마포점,서울특별시 마포구 만리재옛길 18 (신공덕동),0.0,0.0
438,청년밥상문간 이화여자대학교점,"서울특별시 서대문구 이화여대길 79, 3층",0.0,0.0
439,밥 보다 국시,서울특별시 서대문구 세검정로3길 64,37.5930668,126.9463733
440,명물갈비,서울특별시 서대문구 명물길 43-3,37.5580945,126.9381019
441,머리자랑,서울특별시 서대문구 증가로32안길 1,37.5845989,126.9123859
442,쟈스민헤어,서울특별시 서대문구 증가로24마길 47,37.5828646,126.9178356
443,은하수헤어갤러리,서울특별시 서대문구 응암로 53,37.5791969,126.9107681
444,아름다운헤어,서울특별시 서대문구 응암로28,0.0,0.0
445,히즈모,서울특별시 서대문구 세무서길 71 1층,0.0,0.0
446,은주헤어뉴스,서울특별시 서대문구 거북골로20길 53-3,37.5790926,126.9088604
447,머리사랑,서울특별시 서대문구 거북골로 200,37.5789414,126.9081221
448,윤헤어,서울특별시 서대문구 거북골로 206,37.57554505,126.91558478057766
449,가족이발,서울특별시 서대문구 거북골로 154 삼호상가,0.0,0.0
450,조희헤어샵,서울특별시 서대문구 가재울로10길 41,37.5766256,126.9223109
451,본솔커피,서울특별시 서대문구 증가로 82,37.5710901,126.9296172
452,홍제동잔치집,서울특별시 서대문구 통일로 428-1,37.58578,126.9474
453,중화요리 신세계로반점,서울특별시 서대문구 증가로 24바길 71,0.0,0.0
454,칼집삼겹살,서울특별시 서대문구 통일로 39가길 12,0.0,0.0
455,소문난냉면,서울특별시 서대문구 거북골로 210,37.5789414,126.9081221
456,화순식당,서울특별시 서대문구 증가로 24마길 47,0.0,0.0
457,청와면옥함흥냉면,서울특별시 서대문구 응암로 94,37.5791969,126.9107681
458,낙원식당,서울특별시 서대문구 응암로 141,37.5791969,126.9107681
459,바늘꽃옷수선,서울특별시 서대문구 홍은중앙로 8길 22,0.0,0.0
460,대명꼬기,서울특별시 서대문구 명물길 27-15,37.5580945,126.9381019
461,"카페,떡마을",서울특별시 서대문구 통일로189-1,0.0,0.0
462,나주식당,서울특별시 서대문구 연세로10-1,0.0,0.0
463,소돈,서울특별시 서대문구 응암로69,0.0,0.0
464,축산정육식당,서울특별시 서대문구 통일로479,0.0,0.0
465,송림기사식당,서울특별시 서대문구 모래내로209,0.0,0.0
466,윤헤어모드,서울특별시 서대문구 가재울로10길 25,37.5766256,126.9223109
467,은혜미용실,서울특별시 서대문구 홍은중앙로9길2,0.0,0.0
468,홍은나루터,서울특별시 서대문구 연희로 261-10,37.5661095,126.9296422
469,엉터리돼지갈비,서울특별시 서대문구 포방터길 71,37.5997142,126.9493992
470,풍년갈비,서울특별시 서대문구 통일로 495,37.5743387,126.9580677
471,영화반점,서울특별시 서대문구 북아현로2길 17,37.5586989,126.9570865
472,진사골,서울특별시 서대문구 이화여대7길 24,37.5587273,126.9445842
473,이리이발관,서울특별시 서대문구 거북골로 208,37.5789414,126.9081221
474,커커헤어아트,서울특별시 서대문구 세검정로1길 48,37.5952041,126.946268
475,춘천식당,서울특별시 서대문구 수색로 42,37.5772579,126.9027849
476,왕세숫대야냉면,서울특별시 서대문구 수색로2길 7,37.5700369,126.916096
477,연안식당,서울특별시 서대문구 증가로 258,37.5710901,126.9296172
478,선머리방,서울특별시 서대문구 모래내로 350,37.5812627,126.9354203
479,삼성이발관,서울특별시 서대문구 응암로 28,37.5791969,126.9107681
480,탐라도야지,서울특별시 서초구 서초대로50길82,0.0,0.0
481,미각,서울특별시 서초구 반포대로28길8,0.0,0.0
482,시골마당,서울특별시 서초구 강남대로23길 30,37.4770068,127.0380232
483,미미치킨,서울특별시 서초구 서초대로 108,37.4938288,127.0144437
484,주노헤어숍,서울특별시 성동구 왕십리로24길 13-1,37.5642632,127.0343172
485,백광컴퓨터크리닝,서울특별시 성동구 마조로 59,37.56542,127.04173
486,용짜장,서울특별시 성동구 아차산로7길 28,37.547524,127.055366
487,씨씨존치킨,서울특별시 성동구 무수막길 85,37.5509035,127.0231576
488,벽산세탁,서울특별시 성동구 금호로 100 벽산,0.0,0.0
489,아씨머리방,서울특별시 성동구 고산자로8길 23-1,37.5580917,127.0365928
490,채미용실,서울특별시 성동구 용답중앙13길 14,37.5651392,127.0518953
491,늘하얀 세탁,서울특별시 성동구 마조로 71,37.56542,127.04173
492,소문난맛함흥냉면,서울특별시 성동구 무학봉16길 1,37.5605588,127.0322793
493,백리향,서울특별시 성동구 상원6길 10-1,37.5481703,127.0493695
494,동해루,서울특별시 성동구 왕십리로19길 8-1,37.5579067,127.0388507
495,에바헤어,서울특별시 성북구 성북구 보문로30가길 24,37.5892183,127.0210674
496,명가추어탕보리밥,서울특별시 성북구 성북구 오패산로 6-9,37.6031787,127.037774
497,원준식당,서울특별시 성북구 성북구 장위로38길 67,37.6106926,127.0513542
498,마포숯불갈비,서울특별시 성북구 성북구 보문로40길 1,37.591999,127.0150216
499,도이칠란드 박,"서울특별시 성북구 성북구 솔샘로6길 30-15,",37.6094761,127.0064469
500,청년밥상 문간,"서울특별시 성북구 성북구 보국문로11길 18-2,",37.6086727,127.0086836
501,오늘김밥,"서울특별시 성북구 보문로 157-1, 1층",0.0,0.0
502,SHville세탁,서울특별시 성북구 한천로101길 36 장월상가,0.0,0.0
503,밀밭 손칼국수,서울특별시 성북구 보문로 156-3,37.588913,127.0166395
504,최진사댁두부마을,서울특별시 성북구 성북구 고려대로1길 89,37.5870556,127.0190631
505,5080실버미용실,서울특별시 성북구 장위2동 돌곶이로 141,37.61422,127.05347
506,미락(우성),서울특별시 성북구 화랑로 21길 51,0.0,0.0
507,정릉갈비,서울특별시 성북구 정릉로 38길 8,0.0,0.0
508,지앤미미용실,서울특별시 성북구 돌곶이로 30길 48,0.0,0.0
509,서울숯불갈비,서울특별시 성북구 정릉로 29길 8,0.0,0.0
510,홍두깨손칼국수,서울특별시 성북구 보문로40길 5,37.591999,127.0150216
511,대풍족,서울특별시 성북구 보문로 129,37.588913,127.0166395
512,깡통참숯돼지갈비,서울특별시 성북구 보문로30라길 17,37.5898438,127.0189176
513,화담,서울특별시 송파구 올림픽로8길 12 1층,0.0,0.0
514,문정동 한방통닭,서울특별시 송파구 동남로2길 20 1층,0.0,0.0
515,최수지헤어,서울특별시 송파구 거여동 293-1,0.0,0.0
516,윤가네김밥,서울특별시 송파구 가락로 208,37.5111338,127.1187986
517,아빠이용원,서울특별시 송파구 마천로 45길44(1층)(마천동 153-2),0.0,0.0
518,착한깡통,서울특별시 송파구 마천로41길 33,37.4971716,127.1493905
519,조은김밥,서울특별시 송파구 백제고분로17길 43,37.5070824,127.0857318
520,전혜영미용실,서울특별시 송파구 토성로38-6,0.0,0.0
521,김자순수제돈까스,서울특별시 송파구 석촌호수로12길 16,37.5080044,127.0860843
522,박미용실,서울특별시 송파구 백제고분로27길 41,37.5041995,127.0929718
523,장수촌,서울특별시 송파구 바람드리길 13,37.537636,127.1193624
524,춘향고을,서울특별시 송파구 올림픽로32길 5,37.5130764,127.1103198
525,우성숯불갈비,서울특별시 송파구 백제고분로17길 56,37.5070824,127.0857318
526,개성시대,서울특별시 송파구 풍성로 35-1,37.5342968,127.1170894
527,돌마리유황오리,서울특별시 송파구 가락로 66,37.502052,127.1103018
528,옛날맛짜장,서울특별시 송파구 가락로 113,37.5111338,127.1187986
529,은지헤어,서울특별시 송파구 동남로6길 11,37.4884036,127.1251833
530,마포숯불갈비,서울특별시 송파구 성내천로 223,37.5005983,127.1507941
531,전영숙헤어샵,서울특별시 송파구 거마로 20길 23,0.0,0.0
532,이혜경롤앤컷,서울특별시 송파구 성내천로 222,37.5005983,127.1507941
533,국제세탁소,서울특별시 송파구 문정로 11길 12,0.0,0.0
534,꽃담은소,서울특별시 송파구 백제고분로32길 3,37.5008533,127.0949799
535,소백산,서울특별시 송파구 백제고분로39길 28,37.5053469,127.1050078
536,본향,서울특별시 송파구 마천로26길 6,37.5023605,127.1394803
537,강원도청국장,서울특별시 송파구 오금로19길 14,37.5115296,127.1142374
538,방이맛집,서울특별시 송파구 오금로11길 63-9,37.5153811,127.1109392
539,서울분식,서울특별시 송파구 가락로42길 13,37.5133479,127.1223073
540,호남식당,서울특별시 송파구 거마로 22길 1,0.0,0.0
541,국일관,서울특별시 송파구 마천로 345-1,37.5096804,127.1234315
542,벧엘칼국수,서울특별시 송파구 마천로41길 22,37.4971716,127.1493905
543,돈구워돈,서울특별시 송파구 오금로 532,37.492774,127.1479333486567
544,챠밍미용실,서울특별시 송파구 성내천로20길 18,0.0,0.0
545,모퉁이식당,서울특별시 송파구 오금로59길 2,37.4942438,127.1441805
546,김복남헤어장,서울특별시 송파구 백제고분로 32길 6-1,0.0,0.0
547,제주토방탕수육,서울특별시 송파구 성내천로 212,37.5005983,127.1507941
548,연백냉면,서울특별시 송파구 새말로12길 7,37.4826676,127.12935280088422
549,샬롬미용실,서울특별시 송파구 백제고분로15길14-1,0.0,0.0
550,일심해장국,서울특별시 송파구 양산로 12,37.492207050000005,127.14482722890625
551,아주세탁,서울특별시 송파구 오금로24길13,0.0,0.0
552,훼밀리김밥,서울특별시 송파구 성내천로 21길 12,0.0,0.0
553,모아모아세탁,서울특별시 송파구 송이로 19,37.5002912,127.1187956
554,목화미용실,서울특별시 송파구 거마로17길 11,0.0,0.0
555,금메달미용실,서울특별시 송파구 오금로32길 10,37.50356,127.1191
556,에덴미용실,서울특별시 송파구 마천로61나길 10,37.4939094,127.1522657
557,우돈골,서울특별시 송파구 위례성대로20길 24,37.5088407,127.1274724
558,신성김밥,서울특별시 송파구 백제고분로22길 28,37.5015117,127.0864122
559,오백냥분식,서울특별시 송파구 가락로 112,37.5111338,127.1187986
560,청해루,서울특별시 송파구 거마로20길 17,37.4976726,127.147659
561,투가리올림픽,서울특별시 송파구 백제고분로 465,37.5038815,127.1035123
562,해주냉면,서울특별시 송파구 올림픽로12길 5-22,37.5072318,127.0844783
563,홍보성,서울특별시 송파구 문정로4길 24-20,37.4843898,127.1262189
564,한연수짜장,서울특별시 송파구 송이로31길 4-11,37.4879161,127.1331202
565,서울중국집,서울특별시 송파구 백제고분로41길 43-15,37.508209,127.1068123
566,장수설렁탕,서울특별시 송파구 백제고분로 148,37.5038815,127.1035123
567,명가 홍삼을담다,서울특별시 양천구 남부순환로69길13,0.0,0.0
568,베스트크리닝,서울특별시 양천구 서울특별시 양천구 은행정로1길,37.5204675,126.8599392
569,크레용헤어,서울특별시 양천구 목동동로12길 11,37.5220963,126.87643386368946
570,조은식당,서울특별시 양천구 목동동로 339,37.5207771,126.8706363
571,할범탕수육,서울특별시 양천구 목동중앙북로 15,37.5485283,126.86536799946172
572,명동손칼국수,서울특별시 양천구 목동중앙북로6길 4,37.54826875,126.86501759923577
573,돈스우스,서울특별시 양천구 월정로 157,37.5446745,126.8289439
574,에스헤어살롱,서울특별시 양천구 목동중앙로 43,37.5357618,126.8705162
575,머리못하는집 목동142호점,서울특별시 양천구 목동서로 63,37.5384905,126.8835659
576,타임플러스신월뉴타운점,서울특별시 양천구 신월로 185,37.5171531,126.8397244
577,신화미용실,서울특별시 양천구 지양로16길 36,37.5230069,126.8352099
578,북경반점,서울특별시 양천구 지양로13길 2,37.5227335,126.8311063
579,대박집,서울특별시 양천구 등촌로 46,37.540304,126.8639268
580,홍콩반점,서울특별시 양천구 곰달래로 9-1,37.529659,126.8326166
581,찰스프로헤어,서울특별시 양천구 곰달래로5길 26-1,37.533614,126.8324814
582,소문장,서울특별시 양천구 목동중앙북로4길 20,37.5478241,126.86423525000001
583,밥도둑구이전문,서울특별시 양천구 목동중앙북로7가길 53,37.5496606,126.8648267
584,미미세탁소,서울특별시 양천구 목동동로 100,37.5207771,126.8706363
585,윤희미용실,서울특별시 양천구 목동중앙남로5길 22,37.5369184,126.8652998
586,까끌래깍자,서울특별시 양천구 남부순환로70길20-2,0.0,0.0
587,보라매25시해장국,서울특별시 양천구 신월로17길 21,37.51986,126.8423123
588,스타머리방,서울특별시 양천구 신월로9길 22,37.5191694,126.8394132
589,머리잘하는집,서울특별시 양천구 남부순환로57길 24-1,37.5336193,126.8309819
590,예성미용실,서울특별시 양천구 곰달래5길16,0.0,0.0
591,조이미용실,서울특별시 영등포구 도신로58길 9,37.5096839,126.916936
592,힐링이발관,서울특별시 영등포구 당산로 10길 15,0.0,0.0
593,김머리방,서울특별시 영등포구 도림로113길 8,37.5087088,126.8988221
594,짜우리아,서울특별시 영등포구 영신로 34,37.5313264,126.9050554
595,유미식당,서울특별시 영등포구 시흥대로 611,37.4923428,126.9091454
596,서울초밥,서울특별시 영등포구 선유로 250 그랑빌,0.0,0.0
597,삼미식당,서울특별시 영등포구 영등포로5길 14-2,37.5245171,126.8846999
598,전헤어샾,서울특별시 영등포구 양산로138-1,0.0,0.0
599,셀프미용원,서울특별시 영등포구 디지털로397,0.0,0.0
600,역전이용소,서울특별시 영등포구 여의대방로59길36,0.0,0.0
601,평화이발관,서울특별시 영등포구 당산로31길22-2,0.0,0.0
602,현대세탁소,서울특별시 영등포구 신풍로25가길11,0.0,0.0
603,연경궁,서울특별시 영등포구 국회대로30길14,0.0,0.0
604,미각,서울특별시 영등포구 대림로31길13,0.0,0.0
605,순미식당,서울특별시 영등포구 대방천로188,0.0,0.0
606,정원고기마을,서울특별시 영등포구 가마산로455,0.0,0.0
607,낭주골,서울특별시 영등포구 영등포로190,0.0,0.0
608,송백식당,서울특별시 영등포구 당산로38길15,0.0,0.0
609,다솜한식전문,서울특별시 영등포구 가마산로 338,37.504088,126.91987
610,산고을,서울특별시 영등포구 선유서로25길 5-1,37.5247925,126.885108
611,소소한날,서울특별시 영등포구 도림로 462,37.5053836,126.9022564
612,진국설렁탕,서울특별시 영등포구 당산로46길 1,37.5330755,126.9054553
613,지리산,서울특별시 영등포구 여의나루로 67,37.5243283,126.9285135
614,제주흑돼지,서울특별시 영등포구 영중로4길 5,37.5176791,126.9074442
615,예가원,서울특별시 영등포구 영신로32길 32,37.5190106,126.9035804
616,진미식당,서울특별시 용산구 서울 백범로 90길,0.0,0.0
617,먹깨비하우스,서울특별시 용산구 서울 용산구 소월로20길,37.5437942,126.9842856
618,커피스모키,서울특별시 용산구 서울특별시 용산구 한강대로30길,37.5271949,126.9679798
619,홍가진국,서울특별시 용산구 서울특별시 용산구 원효로241-1,0.0,0.0
620,성아머리방,서울특별시 용산구 서빙고로91나길 11,37.5226981,126.9978682
621,영광정육식당,서울특별시 용산구 서빙고로91나길 104,37.5226981,126.9978682
622,용산장어마을,서울특별시 용산구 백범로 318,37.5400102,126.9596662
623,원돈까스우동,서울특별시 용산구 서빙고로65길 10,37.5204549,126.994457
624,용산풍천숯불민물장어,서울특별시 용산구 한강대로39길 10,37.5314636,126.9684041
625,일공오삼겹살,서울특별시 용산구 백범로87길 52,37.539134,126.9689805
626,면마루,"서울특별시 용산구 신흥로 86, 2층",0.0,0.0
627,한일각,서울특별시 용산구 보광로 21-1 2층,0.0,0.0
628,남영골,서울특별시 용산구 한강대로 77길 8,0.0,0.0
629,청운숯불갈비,서울특별시 용산구 청파로 383-8,37.539388,126.9708619
630,흑돈연가,서울특별시 용산구 한강대로 76길 11-2,0.0,0.0
631,풍년숯불갈비,서울특별시 용산구 새창로 130,37.5298239,126.9677662
632,화로가,서울특별시 용산구 한강대로 39길 5,0.0,0.0
633,감베로니,서울특별시 용산구 한강대로 81길 5,0.0,0.0
634,무진장,서울특별시 용산구 원효로 212,37.5325156,126.9555926
635,쿨맨헤어,서울특별시 은평구 서오릉로 79(역촌동),0.0,0.0
636,은평닭곰탕,서울특별시 은평구 연서로3길 5(역촌동),0.0,0.0
637,역촌동 멸치국수,서울특별시 은평구 역말로 24(역촌동),0.0,0.0
638,솥뚜껑,서울특별시 은평구 연서로29길 11(갈현동),0.0,0.0
639,양구손두부,서울특별시 은평구 통일로83길 5-21(갈현동),0.0,0.0
640,행복밥상,서울특별시 은평구 갈현로 302-7(갈현동),0.0,0.0
641,우경촌,서울특별시 은평구 통일로78길 4-4(불광동),0.0,0.0
642,멸치국수,"서울특별시 은평구 은평로 119, 2층(응암동)",0.0,0.0
643,OK스시,"서울특별시 은평구 응암로4길 22, 102호(응암동)",0.0,0.0
644,시장냉면,서울특별시 은평구 응암로22길 5-17(응암동),0.0,0.0
645,행복한이발관,서울특별시 은평구 통일로69길 33,37.6111617,126.9269323
646,행복한세탁소,서울특별시 은평구 진흥로1길 37,37.6032991,126.9194524
647,영헤어,서울특별시 은평구 통일로 921-1,37.6325099,126.9181685
648,현대미용실,서울특별시 은평구 불광로 95,37.6099029,126.9283073
649,꾸워,서울특별시 은평구 은평로 34,37.5980874,126.9118949
650,대흥이발관,서울특별시 은평구 연서로 32길 19,0.0,0.0
651,영미용실,서울특별시 은평구 진흥로 119,37.608413,126.9291524
652,은혜김밥,서울특별시 은평구 역말로9길 41,37.6115238,126.9210973
653,소백산영주한우,서울특별시 은평구 은평로187-3,0.0,0.0
654,털보고된이,서울특별시 은평구 통일로83길9-1,0.0,0.0
655,플러스카페,"서울특별시 종로구 삼봉로 43, 종로구청",37.572940349999996,126.97970266703737
656,진차돌,서울특별시 종로구 종로35길 39 1층,0.0,0.0
657,만족숯불갈비,서울특별시 종로구 종로53길 7-2,37.5734428,127.0135219
658,미시간모텔,서울특별시 종로구 난계로29길 43,37.5740973,127.0213143
659,카라모텔,서울특별시 종로구 수표로26길 3,37.5721554,126.9900792
660,(주)추억을파는극장,"서울특별시 종로구 삼일대로 428(낙원동, 4층)",0.0,0.0
661,또순이네,"서울특별시 종로구 사직로 130, 지하1층",0.0,0.0
662,먹고갈래지고갈래,서울특별시 종로구 수표로 117,37.5692417,126.9895069
663,수원성갈비,서울특별시 종로구 창신3길 9,37.5731341,127.0109229
664,광나루찌개,서울특별시 종로구 대학로5가길 1,37.578767,127.0015082
665,콩나물국밥,서울특별시 종로구 자하문로 3,37.5762348,126.9726844
666,종묘이용원,서울특별시 종로구 종로 146(종로3가),0.0,0.0
667,파고다이용원,서울특별시 종로구 종로17길 12,37.571824,126.9886624
668,이레이발관,서울특별시 종로구 수표로 115(낙원동),0.0,0.0
669,이소빈 머리나라,서울특별시 종로구 명륜길 9,37.5892348,126.9945727
670,독립문 모텔,서울특별시 종로구 통일로 220,37.57825,126.95416
671,삼삼 뚝배기,서울특별시 종로구 동숭길 51,37.5814585,127.0041529
672,퓨전 한마당,서울특별시 종로구 대학로5길 5,37.5785163,127.0011734
673,약속다방,서울특별시 종로구 종로31길 40,37.5721785,126.9994489
674,일봉,서울특별시 종로구 종로1 92-1,37.57806665,126.99304666562679
675,인터미용실,서울특별시 종로구 숭인동길 46,37.5760493,127.0217865
676,은미용실,서울특별시 종로구 사직로 108-6 (내자동),0.0,0.0
677,왕관커피숍,서울특별시 종로구 종로 222,37.5710709,127.0038782
678,영미용실,서울특별시 종로구 지봉로 62,37.576607,127.015508
679,부남돌구이,서울특별시 종로구 대학로 2길 65-5,0.0,0.0
680,조아루,서울특별시 중구 퇴계로 114-2(회현동3가),0.0,0.0
681,우리집 맛자랑,서울특별시 중구 퇴계로20길 26(남산동2가),0.0,0.0
682,광희 이용원,서울특별시 중구 동호로34길 18(광희동1가),0.0,0.0
683,돈우가,서울특별시 중구 남대문로 25-17(북창동),0.0,0.0
684,코너집,서울특별시 중구 퇴계로336(광희동2가),0.0,0.0
685,장수보리밥,서울특별시 중구 퇴계로85길 12-4(황학동),0.0,0.0
686,흑돈연가,서울특별시 중구 퇴계로90길 26(신당5동),0.0,0.0
687,채미 미용실,서울특별시 중구 다산로 101(다산동),0.0,0.0
688,유가,서울특별시 중구 퇴계로12길 68(회현동1가),0.0,0.0
689,일일구(119),서울특별시 중구 다산로33길 79-4(신당동),0.0,0.0
690,광희식당,서울특별시 중구 장충단로 212-2(광희동2가),0.0,0.0
691,영자씨우동김밥,서울특별시 중구 마른내로 15-1(저동2가),0.0,0.0
692,일광 세탁소,서울특별시 중구 다산로33다길 29(신당동),0.0,0.0
693,형제정육식당,서울특별시 중구 다산로40길 56(신당동),0.0,0.0
694,오늘우리집비어,서울특별시 중랑구 서울특별시 중랑구 용마산로115길,37.5985619,127.097548
695,커피앤바복길이,서울특별시 중랑구 봉화산로4길 62,37.5987021,127.0748966
696,수지헤어,"서울특별시 중랑구 봉우재로 41, 화진빌딩",0.0,0.0
697,세븐돈까스,서울특별시 중랑구 용마산로 557,37.5997955,127.1004166
698,스타이발관,서울특별시 중랑구 망우로 382-2,37.5984482,127.09477720671973
699,효자동이발소,서울특별시 중랑구 용마산로 394,37.5997955,127.1004166
700,다담2900,"서울특별시 중랑구 망우로66길 75, 1층",0.0,0.0
701,짜장나루,서울특별시 중랑구 겸재로 161,37.5859709,127.0765889
702,광양불고기,서울특별시 중랑구 망우로71길 31,37.601041699999996,127.10224439282297
703,착한이발관,서울특별시 중랑구 봉화산로 54,37.6077405,127.0975148
