,품목,단위,가격,이름,주소,구,위도,경도
214,사과,1개(300g),1745.0,이마트 신도림점,서울특별시 구로구 새말로 97,구로구,37.5070735,126.8930094
215,배,1개(600g),3933.0,이마트 신도림점,서울특별시 구로구 새말로 97,구로구,37.5070735,126.8930094
216,배추(2.5~3kg),2.5kg,9350.0,이마트 신도림점,서울특별시 구로구 새말로 97,구로구,37.5070735,126.8930094
217,무(1kg),1개(1kg),2480.0,이마트 신도림점,서울특별시 구로구 새말로 97,구로구,37.5070735,126.8930094
218,양파(1.5kg망),1망(1.5kg),3320.0,이마트 신도림점,서울특별시 구로구 새말로 97,구로구,37.5070735,126.8930094
219,상추,100g,1090.0,이마트 신도림점,서울특별시 구로구 새말로 97,구로구,37.5070735,126.8930094
220,오이,1개,1396.0,이마트 신도림점,서울특별시 구로구 새말로 97,구로구,37.5070735,126.8930094
221,애호박,1개,1380.0,이마트 신도림점,서울특별시 구로구 새말로 97,구로구,37.5070735,126.8930094
222,"쇠고기(한우,불고기)",100g,7560.0,이마트 신도림점,서울특별시 구로구 새말로 97,구로구,37.5070735,126.8930094
223,돼지고기(생삼겹살),100g,3080.0,이마트 신도림점,서울특별시 구로구 새말로 97,구로구,37.5070735,126.8930094
224,닭고기(육계),1kg,14266.0,이마트 신도림점,서울특별시 구로구 새말로 97,구로구,37.5070735,126.8930094
225,달걀,30개,6480.0,이마트 신도림점,서울특별시 구로구 새말로 97,구로구,37.5070735,126.8930094
226,"조기(냉동,수입산)",1마리(20cm),4280.0,이마트 신도림점,서울특별시 구로구 새말로 97,구로구,37.5070735,126.8930094
227,"명태(냉동,수입산)",1마리(40cm),4980.0,이마트 신도림점,서울특별시 구로구 새말로 97,구로구,37.5070735,126.8930094
228,"오징어(냉동,국산)",1마리(30cm),3780.0,이마트 신도림점,서울특별시 구로구 새말로 97,구로구,37.5070735,126.8930094
229,"고등어(냉동,국산)",1마리(25cm),6980.0,이마트 신도림점,서울특별시 구로구 새말로 97,구로구,37.5070735,126.8930094
230,사과,1개 300g,1660.0,홈플러스 월드컵점,서울특별시 마포구 월드컵로 240,마포구,37.5620795,126.9037536
231,배,1개600g,3330.0,홈플러스 월드컵점,서울특별시 마포구 월드컵로 240,마포구,37.5620795,126.9037536
232,배추(2.5~3kg),1통,9680.0,홈플러스 월드컵점,서울특별시 마포구 월드컵로 240,마포구,37.5620795,126.9037536
233,무(1kg),1개,3680.0,홈플러스 월드컵점,서울특별시 마포구 월드컵로 240,마포구,37.5620795,126.9037536
234,양파(1.5kg망),1망,3980.0,홈플러스 월드컵점,서울특별시 마포구 월드컵로 240,마포구,37.5620795,126.9037536
235,상추,1봉지100g,2680.0,홈플러스 월드컵점,서울특별시 마포구 월드컵로 240,마포구,37.5620795,126.9037536
236,오이,1개,1180.0,홈플러스 월드컵점,서울특별시 마포구 월드컵로 240,마포구,37.5620795,126.9037536
237,애호박,1개,2160.0,홈플러스 월드컵점,서울특별시 마포구 월드컵로 240,마포구,37.5620795,126.9037536
238,"쇠고기(한우,불고기)",100g,5800.0,홈플러스 월드컵점,서울특별시 마포구 월드컵로 240,마포구,37.5620795,126.9037536
239,돼지고기(삼겹살),100g,2680.0,홈플러스 월드컵점,서울특별시 마포구 월드컵로 240,마포구,37.5620795,126.9037536
240,닭고기(육계),1kg,7600.0,홈플러스 월드컵점,서울특별시 마포구 월드컵로 240,마포구,37.5620795,126.9037536
241,달걀(10개),10개,3690.0,홈플러스 월드컵점,서울특별시 마포구 월드컵로 240,마포구,37.5620795,126.9037536
242,달걀(30개),30개,7690.0,홈플러스 월드컵점,서울특별시 마포구 월드컵로 240,마포구,37.5620795,126.9037536
243,"조기(냉동,수입산)",1마리28cm,3690.0,홈플러스 월드컵점,서울특별시 마포구 월드컵로 240,마포구,37.5620795,126.9037536
244,"명태(러시아,냉동)",1마리28cm,3490.0,홈플러스 월드컵점,서울특별시 마포구 월드컵로 240,마포구,37.5620795,126.9037536
245,"오징어(생물,국산)",1마리28cm,3990.0,홈플러스 월드컵점,서울특별시 마포구 월드컵로 240,마포구,37.5620795,126.9037536
246,"고등어(생물,국산)",1마리28cm,3330.0,홈플러스 월드컵점,서울특별시 마포구 월드컵로 240,마포구,37.5620795,126.9037536
247,"사과(부사, 300g)",1개,3266.0,세이브 마트,서울특별시 관악구 난곡로 220,관악구,37.4683824,126.9200519
248,"배(신고, 600g)",1개,3266.0,세이브 마트,서울특별시 관악구 난곡로 220,관악구,37.4683824,126.9200519
249,배추(2.5~3kg),1포기,15000.0,세이브 마트,서울특별시 관악구 난곡로 220,관악구,37.4683824,126.9200519
250,무(1kg),1개,3980.0,세이브 마트,서울특별시 관악구 난곡로 220,관악구,37.4683824,126.9200519
251,양파(1.5kg망),1망,4980.0,세이브 마트,서울특별시 관악구 난곡로 220,관악구,37.4683824,126.9200519
252,상추(100g),100g,980.0,세이브 마트,서울특별시 관악구 난곡로 220,관악구,37.4683824,126.9200519
253,오이(다다기),1개,990.0,세이브 마트,서울특별시 관악구 난곡로 220,관악구,37.4683824,126.9200519
254,호박(인큐베이터),1개,1980.0,세이브 마트,서울특별시 관악구 난곡로 220,관악구,37.4683824,126.9200519
255,"쇠고기(한우,불고기)",100g,2980.0,세이브 마트,서울특별시 관악구 난곡로 220,관악구,37.4683824,126.9200519
256,돼지고기(생삼겹살),100g,2450.0,세이브 마트,서울특별시 관악구 난곡로 220,관악구,37.4683824,126.9200519
257,닭고기(육계),1kg,8000.0,세이브 마트,서울특별시 관악구 난곡로 220,관악구,37.4683824,126.9200519
258,달걀(10개),10개,3590.0,세이브 마트,서울특별시 관악구 난곡로 220,관악구,37.4683824,126.9200519
259,달걀(30개),30개,7600.0,세이브 마트,서울특별시 관악구 난곡로 220,관악구,37.4683824,126.9200519
260,"조기(국산,냉동)",1마리(18cm),1333.0,세이브 마트,서울특별시 관악구 난곡로 220,관악구,37.4683824,126.9200519
261,"명태(냉동,수입산)",1마리(46cm),4000.0,세이브 마트,서울특별시 관악구 난곡로 220,관악구,37.4683824,126.9200519
262,"오징어(냉동,국산)",1마리(24cm),4900.0,세이브 마트,서울특별시 관악구 난곡로 220,관악구,37.4683824,126.9200519
263,"고등어(생물,국산)",1마리(34cm),8000.0,세이브 마트,서울특별시 관악구 난곡로 220,관악구,37.4683824,126.9200519
264,"사과(부사, 300g)",300g,1600.0,홈플러스 잠실점,서울특별시 송파구 신천로6길 16,송파구,0.0,0.0
265,"배(신고, 600g)",600g,3227.0,홈플러스 잠실점,서울특별시 송파구 신천로6길 16,송파구,0.0,0.0
266,배추(2.5~3kg),2.5kg,7490.0,홈플러스 잠실점,서울특별시 송파구 신천로6길 16,송파구,0.0,0.0
267,무(1kg),1kg,3290.0,홈플러스 잠실점,서울특별시 송파구 신천로6길 16,송파구,0.0,0.0
268,양파(1.5kg망),1.5kg,4790.0,홈플러스 잠실점,서울특별시 송파구 신천로6길 16,송파구,0.0,0.0
269,상추(100g),100g,2290.0,홈플러스 잠실점,서울특별시 송파구 신천로6길 16,송파구,0.0,0.0
270,오이(다다기),1개,1496.0,홈플러스 잠실점,서울특별시 송파구 신천로6길 16,송파구,0.0,0.0
271,호박(인큐베이터),1개,1590.0,홈플러스 잠실점,서울특별시 송파구 신천로6길 16,송파구,0.0,0.0
272,"쇠고기(한우,불고기)",100g1+급,4796.0,홈플러스 잠실점,서울특별시 송파구 신천로6길 16,송파구,0.0,0.0
273,돼지고기(생삼겹살),100g,1190.0,홈플러스 잠실점,서울특별시 송파구 신천로6길 16,송파구,0.0,0.0
274,닭고기(토종닭),1kg,11333.0,홈플러스 잠실점,서울특별시 송파구 신천로6길 16,송파구,0.0,0.0
275,달걀(10개),10개,3890.0,홈플러스 잠실점,서울특별시 송파구 신천로6길 16,송파구,0.0,0.0
276,달걀(30개),30개,7990.0,홈플러스 잠실점,서울특별시 송파구 신천로6길 16,송파구,0.0,0.0
277,"냉동참조기(20cm,국산)",1마리,3990.0,홈플러스 잠실점,서울특별시 송파구 신천로6길 16,송파구,0.0,0.0
278,"명태(러시아,냉동)",1마리,4000.0,홈플러스 잠실점,서울특별시 송파구 신천로6길 16,송파구,0.0,0.0
279,"오징어(생물,국산)",1마리,5480.0,홈플러스 잠실점,서울특별시 송파구 신천로6길 16,송파구,0.0,0.0
280,"고등어(30cm,국산)",1마리,4500.0,홈플러스 잠실점,서울특별시 송파구 신천로6길 16,송파구,0.0,0.0
281,"사과(부사, 300g)",1개,1750.0,이마트 명일점,서울특별시 강동구 고덕로 276,강동구,37.5547286,127.1364591
282,"배(신고, 600g)",1개,2730.0,이마트 명일점,서울특별시 강동구 고덕로 276,강동구,37.5547286,127.1364591
283,배추(국산),1포기,7480.0,이마트 명일점,서울특별시 강동구 고덕로 276,강동구,37.5547286,127.1364591
284,무(1kg),1개,3100.0,이마트 명일점,서울특별시 강동구 고덕로 276,강동구,37.5547286,127.1364591
285,양파,작은망(1.8kg),4980.0,이마트 명일점,서울특별시 강동구 고덕로 276,강동구,37.5547286,127.1364591
286,상추,100g,1740.0,이마트 명일점,서울특별시 강동구 고덕로 276,강동구,37.5547286,127.1364591
287,오이(다다기),1개,920.0,이마트 명일점,서울특별시 강동구 고덕로 276,강동구,37.5547286,127.1364591
288,애호박,1개,990.0,이마트 명일점,서울특별시 강동구 고덕로 276,강동구,37.5547286,127.1364591
289,"쇠고기(한우,불고기)",100g,5880.0,이마트 명일점,서울특별시 강동구 고덕로 276,강동구,37.5547286,127.1364591
290,돼지고기(생삼겹살),100g,2880.0,이마트 명일점,서울특별시 강동구 고덕로 276,강동구,37.5547286,127.1364591
291,닭고기(토종닭),1kg,14267.0,이마트 명일점,서울특별시 강동구 고덕로 276,강동구,37.5547286,127.1364591
292,달걀(10개),특란,3980.0,이마트 명일점,서울특별시 강동구 고덕로 276,강동구,37.5547286,127.1364591
293,달걀(30개),특란,6480.0,이마트 명일점,서울특별시 강동구 고덕로 276,강동구,37.5547286,127.1364591
294,"조기(냉동,국산)",1마리,1480.0,이마트 명일점,서울특별시 강동구 고덕로 276,강동구,37.5547286,127.1364591
295,"명태(냉동,수입산)",1마리,5980.0,이마트 명일점,서울특별시 강동구 고덕로 276,강동구,37.5547286,127.1364591
296,"오징어(생물,국산)",1마리,5280.0,이마트 명일점,서울특별시 강동구 고덕로 276,강동구,37.5547286,127.1364591
297,"고등어(생물,국산)",1마리,2940.0,이마트 명일점,서울특별시 강동구 고덕로 276,강동구,37.5547286,127.1364591
298,사과,1개312g,1495.0,뉴코아아울렛 강남점,서울특별시 서초구 잠원로 51,서초구,37.5205209,127.0154916
299,"배(신고, 600g)",1개600g,2580.0,뉴코아아울렛 강남점,서울특별시 서초구 잠원로 51,서초구,37.5205209,127.0154916
300,배추(2.5~3kg),1개2980g,11900.0,뉴코아아울렛 강남점,서울특별시 서초구 잠원로 51,서초구,37.5205209,127.0154916
301,무(1kg),1kg,2256.0,뉴코아아울렛 강남점,서울특별시 서초구 잠원로 51,서초구,37.5205209,127.0154916
302,양파(1.5kg망),1.5kg망,4590.0,뉴코아아울렛 강남점,서울특별시 서초구 잠원로 51,서초구,37.5205209,127.0154916
303,상추(100g),100g,2490.0,뉴코아아울렛 강남점,서울특별시 서초구 잠원로 51,서초구,37.5205209,127.0154916
304,오이,1개194g,863.0,뉴코아아울렛 강남점,서울특별시 서초구 잠원로 51,서초구,37.5205209,127.0154916
305,호박,1개309g,1990.0,뉴코아아울렛 강남점,서울특별시 서초구 잠원로 51,서초구,37.5205209,127.0154916
306,"쇠고기(한우,불고기)",100g,3990.0,뉴코아아울렛 강남점,서울특별시 서초구 잠원로 51,서초구,37.5205209,127.0154916
307,돼지고기(생삼겹살),100g,2390.0,뉴코아아울렛 강남점,서울특별시 서초구 잠원로 51,서초구,37.5205209,127.0154916
308,닭고기(육계),"1마리1,000g",7990.0,뉴코아아울렛 강남점,서울특별시 서초구 잠원로 51,서초구,37.5205209,127.0154916
309,달걀(30개),"1,560g",7990.0,뉴코아아울렛 강남점,서울특별시 서초구 잠원로 51,서초구,37.5205209,127.0154916
310,"조기(국산,생물)",1마리22cm,5990.0,뉴코아아울렛 강남점,서울특별시 서초구 잠원로 51,서초구,37.5205209,127.0154916
311,"명태(냉동,수입산)",1마리0.832kg,6990.0,뉴코아아울렛 강남점,서울특별시 서초구 잠원로 51,서초구,37.5205209,127.0154916
312,"오징어(냉동,국산)",1마리27cm,5450.0,뉴코아아울렛 강남점,서울특별시 서초구 잠원로 51,서초구,37.5205209,127.0154916
313,"고등어(생물,국산)",1마리23cm,5990.0,뉴코아아울렛 강남점,서울특별시 서초구 잠원로 51,서초구,37.5205209,127.0154916
314,"사과(부사, 300g)",1개,3170.0,하나로클럽 미아점,서울특별시 강북구 도봉로33길 18,강북구,37.6213967,127.0266691
315,"배(신고, 600g)",1개,3670.0,하나로클럽 미아점,서울특별시 강북구 도봉로33길 18,강북구,37.6213967,127.0266691
316,배추,1포기,9980.0,하나로클럽 미아점,서울특별시 강북구 도봉로33길 18,강북구,37.6213967,127.0266691
317,무(세척무),1개,3740.0,하나로클럽 미아점,서울특별시 강북구 도봉로33길 18,강북구,37.6213967,127.0266691
318,양파(1.5kg망),1망,4150.0,하나로클럽 미아점,서울특별시 강북구 도봉로33길 18,강북구,37.6213967,127.0266691
319,상추(100g),100g,990.0,하나로클럽 미아점,서울특별시 강북구 도봉로33길 18,강북구,37.6213967,127.0266691
320,오이(다다기),1개,990.0,하나로클럽 미아점,서울특별시 강북구 도봉로33길 18,강북구,37.6213967,127.0266691
321,호박(인큐베이터),1개,1280.0,하나로클럽 미아점,서울특별시 강북구 도봉로33길 18,강북구,37.6213967,127.0266691
322,"쇠고기(한우,불고기)",100g,3580.0,하나로클럽 미아점,서울특별시 강북구 도봉로33길 18,강북구,37.6213967,127.0266691
323,돼지고기(생삼겹살),100g,2790.0,하나로클럽 미아점,서울특별시 강북구 도봉로33길 18,강북구,37.6213967,127.0266691
324,닭고기(중간),1마리,5800.0,하나로클럽 미아점,서울특별시 강북구 도봉로33길 18,강북구,37.6213967,127.0266691
325,달걀(30개),30개,6980.0,하나로클럽 미아점,서울특별시 강북구 도봉로33길 18,강북구,37.6213967,127.0266691
326,"조기(냉동,수입산)",1마리,3900.0,하나로클럽 미아점,서울특별시 강북구 도봉로33길 18,강북구,37.6213967,127.0266691
327,"명태(냉동,수입산)",1마리,2900.0,하나로클럽 미아점,서울특별시 강북구 도봉로33길 18,강북구,37.6213967,127.0266691
328,"오징어(냉동,국산)",1마리,6950.0,하나로클럽 미아점,서울특별시 강북구 도봉로33길 18,강북구,37.6213967,127.0266691
329,"고등어(생물,국산)",1마리,3900.0,하나로클럽 미아점,서울특별시 강북구 도봉로33길 18,강북구,37.6213967,127.0266691
330,사과,1개,2300.0,이마트 목동점,서울특별시 양천구 오목로 299,양천구,37.5260504,126.8651705
331,배(신고),1개,5000.0,이마트 목동점,서울특별시 양천구 오목로 299,양천구,37.5260504,126.8651705
332,배추,1포기,7480.0,이마트 목동점,서울특별시 양천구 오목로 299,양천구,37.5260504,126.8651705
333,무,1개,2480.0,이마트 목동점,서울특별시 양천구 오목로 299,양천구,37.5260504,126.8651705
334,양파,1.5kg,4150.0,이마트 목동점,서울특별시 양천구 오목로 299,양천구,37.5260504,126.8651705
335,상추,100g,1090.0,이마트 목동점,서울특별시 양천구 오목로 299,양천구,37.5260504,126.8651705
336,오이,1개,1400.0,이마트 목동점,서울특별시 양천구 오목로 299,양천구,37.5260504,126.8651705
337,호박,1개,1380.0,이마트 목동점,서울특별시 양천구 오목로 299,양천구,37.5260504,126.8651705
338,"쇠고기(한우,불고기)",100g,8770.0,이마트 목동점,서울특별시 양천구 오목로 299,양천구,37.5260504,126.8651705
339,돼지고기(삼겹살),100g,2980.0,이마트 목동점,서울특별시 양천구 오목로 299,양천구,37.5260504,126.8651705
340,닭고기,1kg,6980.0,이마트 목동점,서울특별시 양천구 오목로 299,양천구,37.5260504,126.8651705
341,달걀(30개),30개,6480.0,이마트 목동점,서울특별시 양천구 오목로 299,양천구,37.5260504,126.8651705
342,"조기(냉동,국산)",1마리,1280.0,이마트 목동점,서울특별시 양천구 오목로 299,양천구,37.5260504,126.8651705
343,동태,1마리,5980.0,이마트 목동점,서울특별시 양천구 오목로 299,양천구,37.5260504,126.8651705
344,"오징어(생물,국산)",1마리,5980.0,이마트 목동점,서울특별시 양천구 오목로 299,양천구,37.5260504,126.8651705
345,"고등어(냉동,수입산)",1마리,5980.0,이마트 목동점,서울특별시 양천구 오목로 299,양천구,37.5260504,126.8651705
346,사과,1개(320g),1290.0,롯데슈퍼,서울특별시 서대문구 홍은동 400-12,서대문구,37.59296,126.93733
347,배,1개(600g),1990.0,롯데슈퍼,서울특별시 서대문구 홍은동 400-12,서대문구,37.59296,126.93733
348,배추,1포기(2.3kg),8740.0,롯데슈퍼,서울특별시 서대문구 홍은동 400-12,서대문구,37.59296,126.93733
349,무,1kg,2347.0,롯데슈퍼,서울특별시 서대문구 홍은동 400-12,서대문구,37.59296,126.93733
350,양파,1.5kg,3743.0,롯데슈퍼,서울특별시 서대문구 홍은동 400-12,서대문구,37.59296,126.93733
351,상추,100g,1910.0,롯데슈퍼,서울특별시 서대문구 홍은동 400-12,서대문구,37.59296,126.93733
352,오이(다다기),1개,750.0,롯데슈퍼,서울특별시 서대문구 홍은동 400-12,서대문구,37.59296,126.93733
353,애호박,1개,1290.0,롯데슈퍼,서울특별시 서대문구 홍은동 400-12,서대문구,37.59296,126.93733
354,"쇠고기(한우,불고기)",100g(1등급 앞다리1+1),4990.0,롯데슈퍼,서울특별시 서대문구 홍은동 400-12,서대문구,37.59296,126.93733
355,돼지고기(삼겹살),100g(1등급),3490.0,롯데슈퍼,서울특별시 서대문구 홍은동 400-12,서대문구,37.59296,126.93733
356,닭고기(토종닭),1kg,9083.0,롯데슈퍼,서울특별시 서대문구 홍은동 400-12,서대문구,37.59296,126.93733
357,달걀(30개),"30개(대란 1,560g)",8990.0,롯데슈퍼,서울특별시 서대문구 홍은동 400-12,서대문구,37.59296,126.93733
358,"조기(국산,생물)",1마리(22cm),4300.0,롯데슈퍼,서울특별시 서대문구 홍은동 400-12,서대문구,37.59296,126.93733
359,"명태(러시아,냉동)",1마리(32cm),3490.0,롯데슈퍼,서울특별시 서대문구 홍은동 400-12,서대문구,37.59296,126.93733
360,"오징어(생물,국산)",1마리(22m),6000.0,롯데슈퍼,서울특별시 서대문구 홍은동 400-12,서대문구,37.59296,126.93733
361,"고등어(생물,국산)",1마리(26cm),5400.0,롯데슈퍼,서울특별시 서대문구 홍은동 400-12,서대문구,37.59296,126.93733
362,"사과(부사, 300g)",1개,1750.0,홈플러스 독산점,서울특별시 금천구 시흥대로 391,금천구,37.4682281,126.8968206
363,"배(신고, 600g)",1개,3300.0,홈플러스 독산점,서울특별시 금천구 시흥대로 391,금천구,37.4682281,126.8968206
364,배추(2.5~3kg),1개,9500.0,홈플러스 독산점,서울특별시 금천구 시흥대로 391,금천구,37.4682281,126.8968206
365,무(1kg),1개,3300.0,홈플러스 독산점,서울특별시 금천구 시흥대로 391,금천구,37.4682281,126.8968206
366,양파(1.5kg망),1개,1200.0,홈플러스 독산점,서울특별시 금천구 시흥대로 391,금천구,37.4682281,126.8968206
367,상추(100g),1개,2400.0,홈플러스 독산점,서울특별시 금천구 시흥대로 391,금천구,37.4682281,126.8968206
368,오이(다다기),1개,1000.0,홈플러스 독산점,서울특별시 금천구 시흥대로 391,금천구,37.4682281,126.8968206
369,호박(인큐베이터),1개,2000.0,홈플러스 독산점,서울특별시 금천구 시흥대로 391,금천구,37.4682281,126.8968206
370,"쇠고기(한우,불고기)",1등급(100g),5291.0,홈플러스 독산점,서울특별시 금천구 시흥대로 391,금천구,37.4682281,126.8968206
371,돼지고기(생삼겹살),1등급(100g),3236.0,홈플러스 독산점,서울특별시 금천구 시흥대로 391,금천구,37.4682281,126.8968206
372,닭고기(육계),1마리(1kg),8500.0,홈플러스 독산점,서울특별시 금천구 시흥대로 391,금천구,37.4682281,126.8968206
373,달걀(10개),10개,4000.0,홈플러스 독산점,서울특별시 금천구 시흥대로 391,금천구,37.4682281,126.8968206
374,달걀(30개),30개,8000.0,홈플러스 독산점,서울특별시 금천구 시흥대로 391,금천구,37.4682281,126.8968206
375,"조기(냉동,국산)",1마리(25cm),4000.0,홈플러스 독산점,서울특별시 금천구 시흥대로 391,금천구,37.4682281,126.8968206
376,"명태(러시아,냉동)",1마리(45cm),4500.0,홈플러스 독산점,서울특별시 금천구 시흥대로 391,금천구,37.4682281,126.8968206
377,"오징어(생물,국산)",1마리(25cm),8000.0,홈플러스 독산점,서울특별시 금천구 시흥대로 391,금천구,37.4682281,126.8968206
378,"고등어(생물,수입산)",1마리(25cm),4000.0,홈플러스 독산점,서울특별시 금천구 시흥대로 391,금천구,37.4682281,126.8968206
379,"사과(부사, 300g)",1개,1990.0,이마트 이수점,서울특별시 동작구 사당동 사당로 300,동작구,37.4844202,126.9793859
380,"배(신고, 600g)",1개,2950.0,이마트 이수점,서울특별시 동작구 사당동 사당로 300,동작구,37.4844202,126.9793859
381,배추(국산),1포기,4980.0,이마트 이수점,서울특별시 동작구 사당동 사당로 300,동작구,37.4844202,126.9793859
382,무(세척무),1개,2480.0,이마트 이수점,서울특별시 동작구 사당동 사당로 300,동작구,37.4844202,126.9793859
383,양파(1.5kg망),1.5kg,4150.0,이마트 이수점,서울특별시 동작구 사당동 사당로 300,동작구,37.4844202,126.9793859
384,상추(100g),100g,1240.0,이마트 이수점,서울특별시 동작구 사당동 사당로 300,동작구,37.4844202,126.9793859
385,오이(다다기),1개,1390.0,이마트 이수점,서울특별시 동작구 사당동 사당로 300,동작구,37.4844202,126.9793859
386,애호박,1개,1380.0,이마트 이수점,서울특별시 동작구 사당동 사당로 300,동작구,37.4844202,126.9793859
387,"쇠고기(한우,불고기)",100g,5880.0,이마트 이수점,서울특별시 동작구 사당동 사당로 300,동작구,37.4844202,126.9793859
388,돼지고기(생삼겹살),100g,3080.0,이마트 이수점,서울특별시 동작구 사당동 사당로 300,동작구,37.4844202,126.9793859
389,닭고기(육계),1마리(1kg),6980.0,이마트 이수점,서울특별시 동작구 사당동 사당로 300,동작구,37.4844202,126.9793859
390,달걀(10개),10개,6280.0,이마트 이수점,서울특별시 동작구 사당동 사당로 300,동작구,37.4844202,126.9793859
391,달걀(30개),30개,6480.0,이마트 이수점,서울특별시 동작구 사당동 사당로 300,동작구,37.4844202,126.9793859
392,"조기(국산,냉동)",1마리,2880.0,이마트 이수점,서울특별시 동작구 사당동 사당로 300,동작구,37.4844202,126.9793859
393,"명태(냉동,수입산)",1마리,5980.0,이마트 이수점,서울특별시 동작구 사당동 사당로 300,동작구,37.4844202,126.9793859
394,"오징어(냉동,국산)",1마리,3780.0,이마트 이수점,서울특별시 동작구 사당동 사당로 300,동작구,37.4844202,126.9793859
395,"고등어(냉동,수입산)",1마리,2990.0,이마트 이수점,서울특별시 동작구 사당동 사당로 300,동작구,37.4844202,126.9793859
