,STN_NM,위도,경도,주소
0,종로2가사거리,37.569764151714935,126.98778615340107,"서울 한양도성, 동소문로, 성북동, 성북구, 서울, 02847, 대한민국"
1,창경궁.서울대학교병원,37.57917885920945,126.99652015969777,"창경궁, 185, 창경궁로, 종로1·2·3·4가동, 종로구, 서울, 03075, 대한민국"
2,명륜3가.성대입구,37.582708819813845,126.9982901624995,"Subway, 창경궁로, 혜화동, 종로구, 서울, 03075, 대한민국"
3,종로2가.삼일교,37.56858223421129,126.98750720179692,"서울 한양도성, 동소문로, 성북동, 성북구, 서울, 02847, 대한민국"
4,혜화동로터리.여운형활동터,37.58622998281375,127.00169434940123,"혜화동로터리.여운형활동터, 창경궁로, 혜화동, 종로구, 서울, 03075, 대한민국"
5,서대문역사거리,37.5662075242145,126.96696079499992,"서대문역 3번 출구, 새문안로, 교남동, 종로구, 서울, 03735, 대한민국"
6,서울역사박물관.경희궁앞,37.569098089915805,126.97041990059876,"서울역사박물관.경희궁앞, 새문안로, 사직동, 종로구, 서울, 03177, 대한민국"
7,서울역사박물관.경희궁앞,37.56933601661409,126.97044196699798,"서울역사박물관.경희궁앞, 새문안로, 사직동, 종로구, 서울, 03177, 대한민국"
8,광화문,37.570043000912776,126.97448399999637,"S타워, 덕수궁길, 사직동, 종로구, 서울, 03186, 대한민국"
9,광화문,37.57029571051025,126.97809085490162,"교보생명빌딩, 1, 종로, 종로3가, 종로1·2·3·4가동, 종로구, 서울, 03154, 대한민국"
10,종로1가,37.57007190071193,126.98091669299436,"종로1가, 종로 자전거 전용로, 종로1·2·3·4가동, 종로구, 서울, 03188, 대한민국"
11,종로1가,37.5702666078094,126.98139059019648,"서울한양도성, 동소문로, 성북동, 성북구, 서울, 02847, 대한민국"
12,종로2가,37.57008725290856,126.98554111400084,"서울 한양도성, 동소문로, 성북동, 성북구, 서울, 02847, 대한민국"
13,종로2가,37.57026795081342,126.98625404449749,"서울 한양도성, 동소문로, 성북동, 성북구, 서울, 02847, 대한민국"
14,종로3가.탑골공원,37.57018100091073,126.98942199999934,"서울한양도성, 동소문로, 성북동, 성북구, 서울, 02847, 대한민국"
15,종로3가.탑골공원,37.57038869401219,126.98996825030032,"서울 한양도성, 동소문로, 성북동, 성북구, 서울, 02847, 대한민국"
16,종로4가.종묘,37.57041688101037,126.99472866760334,"GS25, 종로 자전거 전용로, 종로3가, 종로1·2·3·4가동, 종로구, 서울, 03139, 대한민국"
17,종로4가.종묘,37.5706002894135,126.99527695359971,"종로4가종묘, 종로, 종로3가, 종로1·2·3·4가동, 종로구, 서울, 03139, 대한민국"
18,종로5가.광장시장,37.57071570920897,126.99885330130547,"종로, 종로3가, 종로1·2·3·4가동, 종로구, 서울, 03129, 대한민국"
19,종로5가.광장시장,37.5709076401156,126.9993198827045,"종로5가.광장시장(중), 종로, 종로3가, 종로1·2·3·4가동, 종로구, 서울, 03129, 대한민국"
20,종로6가.동대문종합시장,37.57091778131464,127.00346884089656,"종로6가, 종로 자전거 전용로, 종로5·6가동, 종로구, 서울, 03126, 대한민국"
21,종로6가.동대문종합시장,37.57115181291017,127.00570936110498,"종로, 종로5·6가동, 종로구, 서울, 03126, 대한민국"
22,동대문역.흥인지문,37.57228008231602,127.01346206950204,"동대문, 종로, 창신1동, 종로구, 서울, 03121, 대한민국"
23,동대문(흥인지문),37.572167193715416,127.0124927764024,"동대문, 302, 종로, 창신2동, 종로구, 서울, 03121, 대한민국"
24,동묘앞,37.57343200091496,127.01753300000286,"종로김밥, 종로, 숭인2동, 종로구, 서울, 02586, 대한민국"
25,동묘앞,37.5743037209086,127.0196389758026,"숭인동, 종로, 숭인2동, 종로구, 서울, 02586, 대한민국"
26,경기상고,37.58757389961064,126.96943260069918,"경기상고, 자하문로, 청운효자동, 종로구, 서울, 03032, 대한민국"
27,신교동,37.58327347781274,126.97034652290375,"효자동, 자하문로, 청운효자동, 종로구, 서울, 03032, 대한민국"
28,경기상고,37.58717107861081,126.96967011409734,"경복고등학교, 9, 자하문로28가길, 청운효자동, 종로구, 서울, 03047, 대한민국"
29,경복고교,37.58511247760909,126.97104371350444,"경복고교, 자하문로28길, 청운효자동, 종로구, 서울, 03032, 대한민국"
30,청운중학교,37.58790085421453,126.97259443890542,"청운중학교, 창의문로, 청운효자동, 종로구, 서울, 03048, 대한민국"
31,자하문고개.윤동주문학관,37.592193579615625,126.96712824009708,"자하문고개, 윤동주시인의언덕, 창의문로, 청운효자동, 종로구, 서울, 03048, 대한민국"
32,자하문고개.윤동주문학관,37.59225740741213,126.9671676756046,"자하문고개, 창의문로, 청운효자동, 종로구, 서울, 03048, 대한민국"
33,청운중학교,37.58812865741469,126.97246145070106,"청운중학교, 창의문로, 청운효자동, 종로구, 서울, 03048, 대한민국"
34,경복고교,37.58504593241533,126.97114796230504,"경복고교, 자하문로28길, 청운효자동, 종로구, 서울, 03032, 대한민국"
35,통인시장종로구보건소,37.58033173560933,126.971108860095,"통인시장종로구보건소, 자하문로, 청운효자동, 종로구, 서울, 03032, 대한민국"
36,통인시장종로구보건소,37.58048929501178,126.97124404200495,"통인시장종로구보건소, 자하문로14길, 청운효자동, 종로구, 서울, 03044, 대한민국"
37,효자동,37.58308184111314,126.97053475379674,"효자동, 자하문로, 청운효자동, 종로구, 서울, 03032, 대한민국"
38,사직단.어린이도서관,37.57511252261104,126.96802064540113,"사직공원, 사직로, 사직동, 종로구, 서울, 03027, 대한민국"
39,사직동주민센터,37.576090065411655,126.97131786100005,"사직동주민센터 / 경복궁역, 사직로, 사직동, 종로구, 서울, 03169, 대한민국"
40,경복궁역,37.57688877571339,126.97229221150096,"적선동, 자하문로, 사직동, 종로구, 서울, 03044, 대한민국"
41,경복궁역,37.57764064260769,126.97218435350402,"올리바가든, 16, 자하문로, 사직동, 종로구, 서울, 03044, 대한민국"
42,경복궁,37.57577148820774,126.97879048589648,"영군직소, 사직로, 종로1·2·3·4가동, 종로구, 서울, 03142, 대한민국"
43,KT광화문지사,37.57240450561477,126.9772022826021,"세종문화회관, 175, 세종대로, 종로1·2·3·4가동, 종로구, 서울, 03141, 대한민국"
44,광화문,37.570039819610685,126.97641066519608,"Goryeo Samgyetang ginseng Chix, 새문안로, 사직동, 종로구, 서울, 03186, 대한민국"
45,서울역사박물관.경교장.강북삼성병원,37.56993064051025,126.97138442030094,"전차 381호, 새문안로, 사직동, 종로구, 서울, 03177, 대한민국"
46,광화문.금호아시아나본관앞,37.57020900801158,126.9731310593014,"광화문.금호아시아나본관앞, 새문안로, 사직동, 종로구, 서울, 03186, 대한민국"
47,광화문,37.57023908461349,126.97576754140434,"광화문, 새문안로, 사직동, 종로구, 서울, 03186, 대한민국"
48,세종문화회관,37.57266095080908,126.97671216530468,"세종이야기 충무공이야기, 광화문광장, 사직동, 종로구, 서울, 03172, 대한민국"
49,서울지방경찰청.경복궁역,37.57590104221504,126.9714954530964,"경복궁역 7번출구 앞, 사직로, 사직동, 종로구, 서울, 03169, 대한민국"
50,사직단,37.57494659501598,126.96807049440416,"사직공원, 사직로, 사직동, 종로구, 서울, 03169, 대한민국"
51,광화문광화문빌딩,37.56946034381523,126.976852173204,"광화문.광화문빌딩, 세종대로, 명동, 종로구, 서울, 04520, 대한민국"
52,덕성여중고,37.57573943411426,126.98197311910066,"서울 한양도성, 동소문로, 성북동, 성북구, 서울, 02847, 대한민국"
53,안국역.종로경찰서.인사동,37.575971178708905,126.98409628599786,"서울 한양도성, 동소문로, 성북동, 성북구, 서울, 02847, 대한민국"
54,국민은행세검정지점,37.60468800091552,126.96096899999762,"국민은행세검정지점, 진흥로, 부암동, 종로구, 서울, 03013, 대한민국"
55,세검정초등학교,37.60248796100827,126.96128359379948,"세검정초등학교, 세검정로, 부암동, 종로구, 서울, 03018, 대한민국"
56,세검정.상명대,37.60066501721152,126.9587714964945,"세검정, 세검정로, 부암동, 종로구, 서울, 03018, 대한민국"
57,상명대입구.석파랑,37.59960500090827,126.95868800000484,"상명대입구, 자하문로, 부암동, 종로구, 서울, 03018, 대한민국"
58,하림각,37.59826899901151,126.96182762170147,"하림각, 자하문로, 부암동, 종로구, 서울, 03018, 대한민국"
59,자하문터널입구.석파정,37.59558026861107,126.9637111581009,"자하문터널입구, 자하문로, 부암동, 종로구, 서울, 03018, 대한민국"
60,부암동주민센터.무계원,37.59287400091267,126.96402700000492,"영화 '기생충' 촬영지, 자하문터널, 부암동, 종로구, 서울, 03047, 대한민국"
61,부암동주민센터.무계원,37.59275754151596,126.96513097150093,"부암동주민센터.무계원, 창의문로, 부암동, 종로구, 서울, 03048, 대한민국"
62,자하문터널입구.석파정,37.59559178851638,126.96380972549504,"자하문터널입구, 자하문로, 부암동, 종로구, 서울, 03018, 대한민국"
63,하림각,37.59814363381591,126.96221170019784,"하림각, 자하문로, 부암동, 종로구, 서울, 03018, 대한민국"
64,상명대입구.세검정교회,37.59955974281555,126.95921857709988,"상명대입구, 자하문로, 부암동, 종로구, 서울, 03018, 대한민국"
65,세검정.상명대,37.60061499480968,126.9588889836005,"세검정, 세검정로, 부암동, 종로구, 서울, 03018, 대한민국"
66,세검정초등학교,37.60229123761074,126.9613310610047,"세검정초등학교앞, 세검정로, 부암동, 종로구, 서울, 03018, 대한민국"
67,국민은행세검정지점,37.60470410701326,126.96113113469691,"국민은행세검정지점, 진흥로, 부암동, 종로구, 서울, 03013, 대한민국"
68,승가사입구,37.61158733550943,126.95634530230268,"하비에르 국제학교, 23, 비봉4길, 평창동, 종로구, 서울, 03000, 대한민국"
69,구기동현대빌라,37.61003593360904,126.95647259700094,"구기동현대빌라, 비봉길, 평창동, 종로구, 서울, 03000, 대한민국"
70,구기터널.삼성출판박물관,37.60854039491292,126.9561839619974,"진흥로, 평창동, 종로구, 서울, 03000, 대한민국"
71,구기터널.삼성출판박물관,37.608359800213975,126.9564398313975,"쉐레이암반수사우나, 진흥로, 평창동, 종로구, 서울, 03000, 대한민국"
72,구기동,37.607044507411096,126.95859676969916,"구기동, 진흥로, 평창동, 종로구, 서울, 03013, 대한민국"
73,구기동,37.60695423501189,126.9590555590981,"구기동, 진흥로, 평창동, 종로구, 서울, 03013, 대한민국"
74,승가사입구,37.61143992141134,126.9564593194031,"승가사입구, 비봉길, 평창동, 종로구, 서울, 03000, 대한민국"
75,갑을씨티텔앞,37.6043236623145,126.96355709040346,"갑을씨티텔앞, 평창문화로, 평창동, 종로구, 서울, 03018, 대한민국"
76,평창파출소,37.60528490381309,126.96607156430154,"외환은행 평창동지점, 평창문화로, 평창동, 종로구, 서울, 03009, 대한민국"
77,평창동주민센터,37.60660851621075,126.9695657900944,"코코브루니, 평창문화로, 평창동, 종로구, 서울, 03009, 대한민국"
78,일성아파트,37.608801175214616,126.97293818100292,"일성아파트, 평창문화로, 평창동, 종로구, 서울, 03009, 대한민국"
79,롯데아파트,37.610392333716575,126.97649036839532,"롯데삼성아파트, 평창문화로, 평창동, 종로구, 서울, 03009, 대한민국"
80,롯데아파트,37.61009411111667,126.97608753999616,"안성타워주상복합, 평창문화로, 평창동, 종로구, 서울, 03009, 대한민국"
81,벽산평창힐스아파트,37.60827710781332,126.97276769869646,"섬진강민물장어, 평창문화로, 평창동, 종로구, 서울, 03009, 대한민국"
82,예능교회,37.60662695020896,126.97002867920048,"퍙, 평창문화로, 평창동, 종로구, 서울, 03009, 대한민국"
83,서울예술고등학교.평창동주민센터,37.60587045451396,126.96755548769828,"7, 평창문화로, 평창동, 종로구, 서울, 03009, 대한민국"
84,화정박물관,37.60459289281502,126.96475204379487,"화정박물관, 평창문화로, 평창동, 종로구, 서울, 03018, 대한민국"
85,강북삼성병원,37.56806839731154,126.96872553079504,"여한중화기독교 한성교회, 서울 한양도성 인왕산구간4코스, 소공동, 중구, 서울, 04512, 대한민국"
86,독립문역.서대문형무소역사관,37.57315143250866,126.95936993740376,"103, 통일로, 무악동, 종로구, 서울, 03030, 대한민국"
87,서대문.서울시교육청,37.56819950140953,126.96443195660316,"서대문.서울시교육청, 통일로, 교남동, 종로구, 서울, 03734, 대한민국"
88,서대문역사거리.적십자병원,37.567780077915394,126.96844100020304,"강북삼성병원, 29, 새문안로, 교남동, 평동, 서울, 03735, 대한민국"
89,독립문,37.57111989391655,126.96148248150138,"독립문, 통일로, 교남동, 종로구, 서울, 03734, 대한민국"
90,창덕궁.서울돈화문국악당,37.57742132431173,126.9886004441006,"서울한양도성, 동소문로, 성북동, 성북구, 서울, 02847, 대한민국"
91,무교동,37.56914275611211,126.98025570330144,"무교동, 청계천로, 종로1·2·3·4가동, 종로구, 서울, 03187, 대한민국"
92,청계1가.광교,37.568607882410646,126.9849078726027,"서울 한양도성, 동소문로, 성북동, 성북구, 서울, 02847, 대한민국"
93,청계2가.수표교,37.56832200090815,126.99068600000204,"청계2가수표교, 청계천로, 종로3가, 종로1·2·3·4가동, 종로구, 서울, 03195, 대한민국"
94,청계4가.세운교,37.56885763241289,126.99649249870366,"청계4가세운교, 청계천로, 종로3가, 종로1·2·3·4가동, 종로구, 서울, 03195, 대한민국"
95,청계5가.광장시장,37.56937812511004,126.99982145249972,"청계5가광장시장, 청계천로, 종로3가, 종로1·2·3·4가동, 종로구, 서울, 03195, 대한민국"
96,원남동,37.5745325064081,126.99733833619702,"원남동, 창경궁로, 종로3가, 종로1·2·3·4가동, 종로구, 서울, 03127, 대한민국"
97,창덕궁.서울돈화문국악당,37.577290982814006,126.98787604179734,"서울 한양도성, 동소문로, 성북동, 성북구, 서울, 02847, 대한민국"
98,안국역.종로경찰서.인사동,37.57586565320873,126.9841842323036,"서울 한양도성, 동소문로, 성북동, 성북구, 서울, 02847, 대한민국"
99,조계사,37.572360821215646,126.98306999629574,"서울 한양도성, 동소문로, 성북동, 성북구, 서울, 02847, 대한민국"
100,조계사,37.57248805661589,126.98289447720012,"서울 한양도성, 동소문로, 성북동, 성북구, 서울, 02847, 대한민국"
101,안국동,37.57461265020975,126.98278367699984,"서울 한양도성, 동소문로, 성북동, 성북구, 서울, 02847, 대한민국"
102,종로5가.효제동.김상옥의거터,37.574463672015625,127.00211115710448,"종로5가.효제동.김상옥의거터, 대학로, 종로5·6가동, 종로구, 서울, 03129, 대한민국"
103,종로5가.효제초등학교,37.57288182880764,127.00202795310564,"종로5가.효제초등학교, 대학로, 종로5·6가동, 종로구, 서울, 03129, 대한민국"
104,종로5가,37.57055607400968,127.00206748170008,"종로5가역 6번출구, 종로 자전거 전용로, 종로5·6가동, 종로구, 서울, 03126, 대한민국"
105,청계6가.동대문시장,37.56975200151604,127.00284942029911,"청계6가동대문시장, 청계천로, 종로5·6가동, 종로구, 서울, 04563, 대한민국"
106,동대문,37.57178536151058,127.00851289850314,"동대문, 율곡로, 종로5·6가동, 종로구, 서울, 03125, 대한민국"
107,충신동,37.57410600091294,127.00633099999698,"충신동, 율곡로, 대학로거리, 종로5·6가동, 종로구, 서울, 03127, 대한민국"
108,충신동,37.57440235931375,127.00624261550544,"충신동, 율곡로, 대학로거리, 종로5·6가동, 종로구, 서울, 03127, 대한민국"
109,현대그룹빌딩,37.57591909880968,127.00051788059864,"연건동/이화동(이화장), 율곡로, 대학로거리, 이화동, 종로구, 서울, 03127, 대한민국"
110,통신대(이화장),37.57812398721352,127.00229818510373,"한국방송통신대학교, 86, 대학로, 대학로거리, 이화동, 종로구, 서울, 03087, 대한민국"
111,혜화역.마로니에공원,37.58110687621441,127.00213254030471,"혜화역.마로니에공원, 대학로, 대학로거리, 이화동, 종로구, 서울, 03075, 대한민국"
112,혜화역.서울대병원입구,37.581062122315366,127.00192107299496,"혜화역.서울대병원입구, 대학로, 대학로거리, 이화동, 종로구, 서울, 03075, 대한민국"
113,통신대(이화장),37.57813080250862,127.00207980789784,"의학연구혁신센터, 71, 대학로, 대학로거리, 이화동, 종로구, 서울, 03087, 대한민국"
114,이화동(이화장),37.576058063809626,127.00070636539532,"연건동/이화동(이화장), 율곡로, 대학로거리, 이화동, 종로구, 서울, 03127, 대한민국"
115,창경궁.서울대학교병원,37.57881833201163,126.99673785620192,"창경궁, 창경궁로, 대학로거리, 이화동, 종로구, 서울, 03080, 대한민국"
116,이화동(이화장),37.57603475531641,127.00328231089998,"이화동(이화장), 율곡로, 대학로거리, 이화동, 종로구, 서울, 03127, 대한민국"
117,혜화동로터리,37.585725985709175,127.00082805570558,"혜화동로타리, 창경궁로, 혜화동, 종로구, 서울, 03075, 대한민국"
118,명륜동2가.성균관대입구,37.58340672720774,126.9992936097046,"혜화동, 창경궁로, 혜화동, 종로구, 서울, 03075, 대한민국"
119,혜화역.서울연극센터(장면총리가옥),37.58403776691012,127.0014345132958,"혜화역.서울연극센터(장면총리가옥), 대학로, 대학로거리, 혜화동, 종로구, 서울, 03075, 대한민국"
120,혜화역.동성중고(장면총리가옥),37.58454158360935,127.00152805849508,"혜화역.동성중고(장면총리가옥), 대학로, 대학로거리, 혜화동, 종로구, 서울, 03075, 대한민국"
121,종로구민회관.창신동두산아파트,37.574092233713735,127.01558679920234,"창신동두산아파트, 지봉로, 창신1동, 종로구, 서울, 03121, 대한민국"
122,동묘역앞,37.57168703231122,127.01563818680216,"시즌빌딩, 24시 사우나, 종로52길, 창신1동, 종로구, 서울, 03121, 대한민국"
123,동묘역앞,37.57189157651306,127.015769808201,"동묘역앞, 지봉로, 숭인2동, 종로구, 서울, 03121, 대한민국"
124,청계2가교차로,37.56848090170774,126.98787787049852,"서울 한양도성, 동소문로, 성북동, 성북구, 서울, 02847, 대한민국"
125,창신3동주민센터,37.57877438160915,127.01518806449616,"창신3동주민센터, 지봉로, 숭인1동, 종로구, 서울, 03108, 대한민국"
126,숭인1동주민센터,37.5787517082081,127.01524044430472,"창신3동주민센터, 지봉로, 숭인1동, 종로구, 서울, 03108, 대한민국"
127,동묘역.롯데캐슬천지인,37.57418192051526,127.01566401169865,"동묘역.롯데캐슬천지인, 지봉로, 숭인1동, 종로구, 서울, 03108, 대한민국"
128,신설동로터리,37.57585614301021,127.0229468784032,"신설동역 엘리베이터, 보문로1길, 숭인2동, 종로구, 서울, 02586, 대한민국"
129,동묘앞,37.57368464911651,127.01784074100148,"동묘앞, 종로, 숭인1동, 종로구, 서울, 02586, 대한민국"
130,구기동현대빌라,37.60964243291555,126.9565956763051,"구기동현대빌라, 비봉길, 평창동, 종로구, 서울, 03000, 대한민국"
131,광장시장,37.56950211381054,126.9978384310972,"광장시장, 창경궁로, 종로3가, 종로1·2·3·4가동, 종로구, 서울, 03195, 대한민국"
132,혜화경찰서,37.57258423621222,126.99757103330558,"종로3가, 종로1·2·3·4가동, 종로구, 서울, 03195, 대한민국"
133,서울역사박물관.김구집무실(경교장),37.570029790113296,126.97214279739642,"서울역사박물관(경교장), 새문안로, 사직동, 종로구, 서울, 03177, 대한민국"
134,청계3가.관수교,37.56860916240866,126.99378933949994,"청계천로, 종로3가, 종로1·2·3·4가동, 종로구, 서울, 03195, 대한민국"
135,청계6가.버들다리,37.56983829461655,127.00804422269864,"A, 청계천로, 종로5·6가동, 종로구, 서울, 04563, 대한민국"
136,청계7가.맑은내다리,37.56991860261199,127.0129568653999,"청계천로, 창신1동, 종로구, 서울, 03119, 대한민국"
137,청계8가.영도교,37.57089463521108,127.01827404540448,"청계8가영도교, 청계천로, 창신1동, 종로구, 서울, 04571, 대한민국"
138,원남동사거리,37.575930408109016,126.99689118840448,"율곡로, 종로3가, 종로1·2·3·4가동, 종로구, 서울, 03127, 대한민국"
139,숭인동,37.57438126541535,127.0203787428959,"商住楼, 종로, 숭인2동, 종로구, 서울, 02586, 대한민국"
140,조계사,37.57279703831226,126.98304664190104,"서울 한양도성, 동소문로, 성북동, 성북구, 서울, 02847, 대한민국"
141,세종문화회관,37.573342871508295,126.97668209920268,"세종문화회관, 광화문광장, 사직동, 종로구, 서울, 03172, 대한민국"
142,이화동(이화장),37.57618719610952,127.00299971890492,"장위동유성집 종로점, 217-1, 율곡로, 대학로거리, 이화동, 종로구, 서울, 03127, 대한민국"
143,상명대정문,37.60166612310872,126.95506589580376,"상명대학교, 홍지문2길, 부암동, 종로구, 서울, 03016, 대한민국"
144,이북오도청,37.61305175011032,126.95589298989562,"0211, 비봉길, 평창동, 종로구, 서울, 03000, 대한민국"
145,상명대입구.세검정교회,37.599393393215465,126.9597659182952,"상명대입구, 자하문로, 부암동, 종로구, 서울, 03018, 대한민국"
146,상명대입구.석파랑,37.59976675631174,126.95835244460304,"상명대입구, 자하문로, 부암동, 종로구, 서울, 03018, 대한민국"
147,종로중부새마을금고,37.57239261051628,127.00650174200338,"서울종로6가우편취급국, 39, 종로41길, 종로5·6가동, 종로구, 서울, 03125, 대한민국"
148,신설동로터리.신한은행앞.서울풍물시장,37.5743885437115,127.02320197539755,"신한은행, 난계로, 숭인2동, 종로구, 서울, 02586, 대한민국"
149,청계2가.삼일교,37.568271052815874,126.98720381940367,"서울 한양도성, 동소문로, 성북동, 성북구, 서울, 02847, 대한민국"
150,청계8가.황학교,37.57202420830886,127.02275874359876,"박오토바이, 청계천로, 숭인2동, 종로구, 서울, 04572, 대한민국"
151,평창동삼성아파트,37.61114471500967,126.97865828490018,"102, 평창문화로, 평창동, 종로구, 서울, 03009, 대한민국"
152,안국역.종로경찰서.인사동,37.57644246330953,126.98545904639836,"서울 한양도성, 동소문로, 성북동, 성북구, 서울, 02847, 대한민국"
153,안국역.종로경찰서.인사동,37.57631158640976,126.98484817350328,"서울 한양도성, 동소문로, 성북동, 성북구, 서울, 02847, 대한민국"
154,창덕궁,37.577303234116606,126.98900170910184,"서울한양도성, 동소문로, 성북동, 성북구, 서울, 02847, 대한민국"
155,평창파출소,37.60565062010851,126.9668406523023,"종로구치매지원센터, 평창문화로, 평창동, 종로구, 서울, 03009, 대한민국"
156,삼청공원,37.5882052203155,126.98168309349576,"146, 삼청로, 삼청동, 종로구, 서울, 03049, 대한민국"
157,수성동계곡,37.582079256915286,126.96424680560034,"수성동계곡, 옥인길, 청운효자동, 종로구, 서울, 03039, 대한민국"
158,명륜3가종점,37.59094741281387,126.99286197629928,"명륜8길, 혜화동, 종로구, 서울, 03063, 대한민국"
159,명륜새마을금고,37.5877750009082,126.9967010000008,"명륜길, 혜화동, 종로구, 서울, 03071, 대한민국"
160,서대문3번출구,37.56638695361247,126.96617072999878,"복성각, 통일로, 충현동, 서대문구, 서울, 03735, 대한민국"
161,낙산공원,37.58043150111335,127.00872665930464,"낙산길, 종로동부센트레빌아파트, 창신3동, 종로구, 서울, 03092, 대한민국"
162,세탁소,37.581408701109936,126.98939276729756,"의풍각, 창덕궁길, 종로1·2·3·4가동, 종로구, 서울, 03057, 대한민국"
163,평화동물병원,37.60477714431678,126.96489986309646,"화수목, 30-1, 평창문화로, 평창동, 종로구, 서울, 03018, 대한민국"
164,금융연수원,37.58659721430896,126.98163181750508,"125, 삼청로, 삼청동, 종로구, 서울, 03054, 대한민국"
165,박노수미술관,37.58102383991152,126.96660833769816,"옥인길, 청운효자동, 종로구, 서울, 03039, 대한민국"
166,샘미용실,37.59031994121252,126.99324621260446,"명륜길, 혜화동, 종로구, 서울, 03071, 대한민국"
167,서울국제고등학교,37.58909477361513,126.99722534310068,"성균관로, 혜화동, 종로구, 서울, 03071, 대한민국"
168,평화동물병원,37.605000300514845,126.96522211379946,"평창길, 평창동, 종로구, 서울, 03013, 대한민국"
169,적십자병원후문앞,37.5674610518076,126.96510819969448,"Pizza Hut, 통일로, 교남동, 종로구, 서울, 03734, 대한민국"
170,서울성곽.성대후문,37.58936827801333,126.98962418810429,"성균관대학교 인문사회과학캠퍼스, 25-2, 성균관로, 혜화동, 종로구, 서울, 03063, 대한민국"
171,빨래터,37.582652019012784,126.9893434653026,".txt coffee, 창덕궁길, 가회동, 종로구, 서울, 03057, 대한민국"
172,세검초등학교,37.60421634770948,126.96137738769796,"서서울농협 세검정지점, 진흥로, 부암동, 종로구, 서울, 03013, 대한민국"
173,삼청동주민센터,37.58426223951472,126.98192143790344,"99-1, 삼청로, 삼청동, 종로구, 서울, 03054, 대한민국"
174,통인시장,37.58045056071185,126.9687475247007,"Yonsei Woori Pediatric Clinic, 자하문로7길, 청운효자동, 종로구, 서울, 03044, 대한민국"
175,양현관,37.58979638570855,126.99361556389778,"양현관, 명륜길, 혜화동, 종로구, 서울, 03071, 대한민국"
176,국민생활관,37.589829950616696,126.9988861499969,"발렌타인극장, 성균관로, 혜화동, 종로구, 서울, 03071, 대한민국"
177,오거리,37.607085035412965,126.9622896283996,"평창동, 종로구, 서울, 03013, 대한민국"
178,경희궁자이2.3단지,37.56872812981085,126.96395801280065,"서울금화초등학교, 통일로, 천연동, 서대문구, 서울, 03734, 대한민국"
179,창신쌍용2단지.한성대후문,37.58131400091129,127.0127639999966,"207, 낙산길, 종로동부센트레빌아파트, 창신3동, 종로구, 서울, 03092, 대한민국"
180,통일부,37.587573769516176,126.9856443966052,"감사원, 112, 북촌로, 삼청동, 종로구, 서울, 03050, 대한민국"
181,원서고개,37.58313928740866,126.9878078275948,"창덕궁7길, 가회동, 종로구, 서울, 03057, 대한민국"
182,종로5가입구.혜화경찰서,37.57175197401354,126.997635407402,"Sewoon Square - Jewelry Shopping Center, 창경궁로, 종로3가, 종로1·2·3·4가동, 종로구, 서울, 03195, 대한민국"
183,삼청파출소,37.581812948111335,126.9812526796033,"67-1, 삼청로, 삼청동, 종로구, 서울, 03054, 대한민국"
184,오거리.한옥마을입구,37.57949911151158,126.96954681100232,"Tongin Sweet, 자하문로7길, 청운효자동, 종로구, 서울, 03044, 대한민국"
185,명륜시장.성대후문,37.58852435070942,126.99528946170132,"명륜1길, 혜화동, 종로구, 서울, 03071, 대한민국"
186,혜화초등학교,37.587258610211215,126.99988172500042,"혜화로, 혜화동, 종로구, 서울, 03075, 대한민국"
187,청련사입구,37.60802412820856,126.96240331590336,"평창길, 평창동, 종로구, 서울, 03013, 대한민국"
188,영천시장,37.56993749170783,126.96273387880272,"독립문, 통일로, 교남동, 종로구, 서울, 03734, 대한민국"
189,명신초.삼선푸르지오.힐스테이트,37.58214747471452,127.01453029419564,"명신초등학교, 낙산길, 종로동부센트레빌아파트, 창신3동, 종로구, 서울, 03092, 대한민국"
190,감사원,37.58630021191227,126.98535272350308,"서울삼청동우체국, 109, 북촌로, 삼청동, 종로구, 서울, 03050, 대한민국"
191,중앙중고,37.58313013651278,126.9869646430023,"창덕궁7길, 가회동, 종로구, 서울, 03057, 대한민국"
192,인왕빌딩,37.60787760620993,126.95767476749803,"진흥로, 평창동, 종로구, 서울, 03013, 대한민국"
193,종로4가.종묘공원,37.57053493571624,126.99333538789858,"종로3가, 종로, 종로3가, 종로1·2·3·4가동, 종로구, 서울, 03139, 대한민국"
194,국립민속박물관,37.579255225411686,126.97955293850386,"국립민속박물관, 삼청로, 청운효자동, 종로구, 서울, 03142, 대한민국"
195,광화문새마을금고,37.57942989890948,126.97114397789724,"자하문로9길, 청운효자동, 종로구, 서울, 03044, 대한민국"
196,새마을금고,37.58776400090994,126.99653300000207,"명륜길, 혜화동, 종로구, 서울, 03071, 대한민국"
197,혜화우체국,37.58606004920793,127.00065201860563,"서울혜화동우체국, 1, 혜화로, 혜화동, 종로구, 서울, 03075, 대한민국"
198,언덕앞,37.60897784330925,126.96375017590525,"평창길, 평창동, 종로구, 서울, 03013, 대한민국"
199,경희궁자이4단지,37.57062718211552,126.9620022341054,"KB국민은행, 통일로, 교남동, 종로구, 서울, 03734, 대한민국"
200,종로센트레빌후문.e편한세상보문아파트,37.58181550781118,127.01618049929748,"106, 낙산길, 종로동부센트레빌아파트, 숭인1동, 종로구, 서울, 03092, 대한민국"
201,사우디대사관앞.경남빌라,37.58410605310846,126.98501083049692,"북촌로11길, 가회동, 종로구, 서울, 03052, 대한민국"
