,이름,주소,위도,경도
641,서울중앙시장,서울 중구 퇴계로85길 36,37.5670739,127.0196397
642,서울중앙시장,서울 중구 퇴계로85길 36,37.5670739,127.0196397
643,서울중앙시장,서울 중구 퇴계로85길 36,37.5670739,127.0196397
644,서울중앙시장,서울 중구 퇴계로85길 36,37.5670739,127.0196397
645,둔촌역전통시장,서울 강동구 성내동 450-54,37.5314716,127.12238682769568
646,둔촌역전통시장,서울 강동구 성내동 450-54,37.5314716,127.12238682769568
647,둔촌역전통시장,서울 강동구 성내동 450-54,37.5314716,127.12238682769568
648,둔촌역전통시장,서울 강동구 성내동 450-54,37.5314716,127.12238682769568
649,둔촌역전통시장,서울 강동구 성내동 450-54,37.5314716,127.12238682769568
650,둔촌역전통시장,서울 강동구 성내동 450-54,37.5314716,127.12238682769568
651,둔촌역전통시장,서울 강동구 성내동 450-54,37.5314716,127.12238682769568
652,둔촌역전통시장,서울 강동구 성내동 450-54,37.5314716,127.12238682769568
653,둔촌역전통시장,서울 강동구 성내동 450-54,37.5314716,127.12238682769568
654,둔촌역전통시장,서울 강동구 성내동 450-54,37.5314716,127.12238682769568
655,둔촌역전통시장,서울 강동구 성내동 450-54,37.5314716,127.12238682769568
656,둔촌역전통시장,서울 강동구 성내동 450-54,37.5314716,127.12238682769568
657,둔촌역전통시장,서울 강동구 성내동 450-54,37.5314716,127.12238682769568
658,둔촌역전통시장,서울 강동구 성내동 450-54,37.5314716,127.12238682769568
659,둔촌역전통시장,서울 강동구 성내동 450-54,37.5314716,127.12238682769568
660,둔촌역전통시장,서울 강동구 성내동 450-54,37.5314716,127.12238682769568
661,둔촌역전통시장,서울 강동구 성내동 450-54,37.5314716,127.12238682769568
662,관악신사시장(신림4동),서울 관악구 신림동 494,37.4868245,126.92826163958044
663,관악신사시장(신림4동),서울 관악구 신림동 494,37.4868245,126.92826163958044
664,관악신사시장(신림4동),서울 관악구 신림동 494,37.4868245,126.92826163958044
665,관악신사시장(신림4동),서울 관악구 신림동 494,37.4868245,126.92826163958044
666,관악신사시장(신림4동),서울 관악구 신림동 494,37.4868245,126.92826163958044
667,관악신사시장(신림4동),서울 관악구 신림동 494,37.4868245,126.92826163958044
668,관악신사시장(신림4동),서울 관악구 신림동 494,37.4868245,126.92826163958044
669,관악신사시장(신림4동),서울 관악구 신림동 494,37.4868245,126.92826163958044
670,관악신사시장(신림4동),서울 관악구 신림동 494,37.4868245,126.92826163958044
671,관악신사시장(신림4동),서울 관악구 신림동 494,37.4868245,126.92826163958044
672,관악신사시장(신림4동),서울 관악구 신림동 494,37.4868245,126.92826163958044
673,관악신사시장(신림4동),서울 관악구 신림동 494,37.4868245,126.92826163958044
674,관악신사시장(신림4동),서울 관악구 신림동 494,37.4868245,126.92826163958044
675,관악신사시장(신림4동),서울 관악구 신림동 494,37.4868245,126.92826163958044
676,관악신사시장(신림4동),서울 관악구 신림동 494,37.4868245,126.92826163958044
677,관악신사시장(신림4동),서울 관악구 신림동 494,37.4868245,126.92826163958044
678,관악신사시장(신림4동),서울 관악구 신림동 494,37.4868245,126.92826163958044
679,상계중앙시장,서울 노원구 상계로23가길 24,37.6587823,127.0698038
680,상계중앙시장,서울 노원구 상계로23가길 24,37.6587823,127.0698038
681,상계중앙시장,서울 노원구 상계로23가길 24,37.6587823,127.0698038
682,상계중앙시장,서울 노원구 상계로23가길 24,37.6587823,127.0698038
683,상계중앙시장,서울 노원구 상계로23가길 24,37.6587823,127.0698038
684,상계중앙시장,서울 노원구 상계로23가길 24,37.6587823,127.0698038
685,상계중앙시장,서울 노원구 상계로23가길 24,37.6587823,127.0698038
686,상계중앙시장,서울 노원구 상계로23가길 24,37.6587823,127.0698038
687,상계중앙시장,서울 노원구 상계로23가길 24,37.6587823,127.0698038
688,상계중앙시장,서울 노원구 상계로23가길 24,37.6587823,127.0698038
689,상계중앙시장,서울 노원구 상계로23가길 24,37.6587823,127.0698038
690,상계중앙시장,서울 노원구 상계로23가길 24,37.6587823,127.0698038
691,상계중앙시장,서울 노원구 상계로23가길 24,37.6587823,127.0698038
692,상계중앙시장,서울 노원구 상계로23가길 24,37.6587823,127.0698038
693,상계중앙시장,서울 노원구 상계로23가길 24,37.6587823,127.0698038
694,상계중앙시장,서울 노원구 상계로23가길 24,37.6587823,127.0698038
712,화곡본동시장,서울 강서구 까치산로 35,37.5520673,126.8529253
713,화곡본동시장,서울 강서구 까치산로 35,37.5520673,126.8529253
714,화곡본동시장,서울 강서구 까치산로 35,37.5520673,126.8529253
715,화곡본동시장,서울 강서구 까치산로 35,37.5520673,126.8529253
716,화곡본동시장,서울 강서구 까치산로 35,37.5520673,126.8529253
717,화곡본동시장,서울 강서구 까치산로 35,37.5520673,126.8529253
718,화곡본동시장,서울 강서구 까치산로 35,37.5520673,126.8529253
719,화곡본동시장,서울 강서구 까치산로 35,37.5520673,126.8529253
720,화곡본동시장,서울 강서구 까치산로 35,37.5520673,126.8529253
721,화곡본동시장,서울 강서구 까치산로 35,37.5520673,126.8529253
722,화곡본동시장,서울 강서구 까치산로 35,37.5520673,126.8529253
723,화곡본동시장,서울 강서구 까치산로 35,37.5520673,126.8529253
724,화곡본동시장,서울 강서구 까치산로 35,37.5520673,126.8529253
725,화곡본동시장,서울 강서구 까치산로 35,37.5520673,126.8529253
726,화곡본동시장,서울 강서구 까치산로 35,37.5520673,126.8529253
727,화곡본동시장,서울 강서구 까치산로 35,37.5520673,126.8529253
728,화곡본동시장,서울 강서구 까치산로 35,37.5520673,126.8529253
745,도곡시장,서울특별시 강남구 선릉로 311,37.523126,127.0391626
746,도곡시장,서울특별시 강남구 선릉로 311,37.523126,127.0391626
747,도곡시장,서울특별시 강남구 선릉로 311,37.523126,127.0391626
748,도곡시장,서울특별시 강남구 선릉로 311,37.523126,127.0391626
749,도곡시장,서울특별시 강남구 선릉로 311,37.523126,127.0391626
750,도곡시장,서울특별시 강남구 선릉로 311,37.523126,127.0391626
751,도곡시장,서울특별시 강남구 선릉로 311,37.523126,127.0391626
752,도곡시장,서울특별시 강남구 선릉로 311,37.523126,127.0391626
753,도곡시장,서울특별시 강남구 선릉로 311,37.523126,127.0391626
754,도곡시장,서울특별시 강남구 선릉로 311,37.523126,127.0391626
755,도곡시장,서울특별시 강남구 선릉로 311,37.523126,127.0391626
756,도곡시장,서울특별시 강남구 선릉로 311,37.523126,127.0391626
757,도곡시장,서울특별시 강남구 선릉로 311,37.523126,127.0391626
758,도곡시장,서울특별시 강남구 선릉로 311,37.523126,127.0391626
759,도곡시장,서울특별시 강남구 선릉로 311,37.523126,127.0391626
760,도곡시장,서울특별시 강남구 선릉로 311,37.523126,127.0391626
761,대조시장,서울 은평구 불광로 11-1,37.61921,126.93248
762,대조시장,서울 은평구 불광로 11-1,37.61921,126.93248
763,대조시장,서울 은평구 불광로 11-1,37.61921,126.93248
764,대조시장,서울 은평구 불광로 11-1,37.61921,126.93248
765,대조시장,서울 은평구 불광로 11-1,37.61921,126.93248
766,대조시장,서울 은평구 불광로 11-1,37.61921,126.93248
767,대조시장,서울 은평구 불광로 11-1,37.61921,126.93248
768,대조시장,서울 은평구 불광로 11-1,37.61921,126.93248
769,대조시장,서울 은평구 불광로 11-1,37.61921,126.93248
770,대조시장,서울 은평구 불광로 11-1,37.61921,126.93248
771,대조시장,서울 은평구 불광로 11-1,37.61921,126.93248
772,대조시장,서울 은평구 불광로 11-1,37.61921,126.93248
773,대조시장,서울 은평구 불광로 11-1,37.61921,126.93248
774,대조시장,서울 은평구 불광로 11-1,37.61921,126.93248
775,대조시장,서울 은평구 불광로 11-1,37.61921,126.93248
776,대조시장,서울 은평구 불광로 11-1,37.61921,126.93248
793,방배종합시장,서울 서초구 방배천로16길 18,37.4819478,126.9837912
794,방배종합시장,서울 서초구 방배천로16길 18,37.4819478,126.9837912
795,방배종합시장,서울 서초구 방배천로16길 18,37.4819478,126.9837912
796,방배종합시장,서울 서초구 방배천로16길 18,37.4819478,126.9837912
797,방배종합시장,서울 서초구 방배천로16길 18,37.4819478,126.9837912
798,방배종합시장,서울 서초구 방배천로16길 18,37.4819478,126.9837912
799,방배종합시장,서울 서초구 방배천로16길 18,37.4819478,126.9837912
800,방배종합시장,서울 서초구 방배천로16길 18,37.4819478,126.9837912
801,방배종합시장,서울 서초구 방배천로16길 18,37.4819478,126.9837912
802,방배종합시장,서울 서초구 방배천로16길 18,37.4819478,126.9837912
803,방배종합시장,서울 서초구 방배천로16길 18,37.4819478,126.9837912
804,방배종합시장,서울 서초구 방배천로16길 18,37.4819478,126.9837912
805,방배종합시장,서울 서초구 방배천로16길 18,37.4819478,126.9837912
806,방배종합시장,서울 서초구 방배천로16길 18,37.4819478,126.9837912
807,방배종합시장,서울 서초구 방배천로16길 18,37.4819478,126.9837912
808,방배종합시장,서울 서초구 방배천로16길 18,37.4819478,126.9837912
